Isotope,A,Z,YIELD,MASS,METALLICITY,IRV
Ca43,43.0,20.0,2.1478e-09,1.5,0.0007199999999999999,0.0
Ca44,44.0,20.0,2.8777e-08,1.5,0.0007199999999999999,0.0
Ca45,45.0,20.0,0.0,1.5,0.0007199999999999999,0.0
Ca46,46.0,20.0,1.1958e-09,1.5,0.0007199999999999999,0.0
Ca47,47.0,20.0,0.0,1.5,0.0007199999999999999,0.0
Ca48,48.0,20.0,2.6801e-09,1.5,0.0007199999999999999,0.0
Sc45,45.0,21.0,1.1109e-09,1.5,0.0007199999999999999,0.0
Sc46,46.0,21.0,0.0,1.5,0.0007199999999999999,0.0
Sc47,47.0,21.0,0.0,1.5,0.0007199999999999999,0.0
Sc48,48.0,21.0,0.0,1.5,0.0007199999999999999,0.0
Sc49,49.0,21.0,0.0,1.5,0.0007199999999999999,0.0
Ti46,46.0,22.0,4.9737e-09,1.5,0.0007199999999999999,0.0
Ti47,47.0,22.0,4.3118e-09,1.5,0.0007199999999999999,0.0
Ti48,48.0,22.0,4.12e-08,1.5,0.0007199999999999999,0.0
Ti49,49.0,22.0,4.1296e-09,1.5,0.0007199999999999999,0.0
Ti50,50.0,22.0,7.0196e-09,1.5,0.0007199999999999999,0.0
V50,50.0,23.0,1.7176e-11,1.5,0.0007199999999999999,0.0
V51,51.0,23.0,7.2819e-09,1.5,0.0007199999999999999,0.0
Cr50,50.0,24.0,1.3659e-08,1.5,0.0007199999999999999,0.0
Cr51,51.0,24.0,0.0,1.5,0.0007199999999999999,0.0
Cr52,52.0,24.0,2.7871e-07,1.5,0.0007199999999999999,0.0
Cr53,53.0,24.0,3.2229e-08,1.5,0.0007199999999999999,0.0
Cr54,54.0,24.0,1.0215e-08,1.5,0.0007199999999999999,0.0
Mn55,55.0,25.0,2.4702e-07,1.5,0.0007199999999999999,0.0
Mn56,56.0,25.0,0.0,1.5,0.0007199999999999999,0.0
Fe54,54.0,26.0,1.3159e-06,1.5,0.0007199999999999999,0.0
Fe55,55.0,26.0,0.0,1.5,0.0007199999999999999,0.0
Fe56,56.0,26.0,2.1622e-05,1.5,0.0007199999999999999,0.0
Fe57,57.0,26.0,5.6886e-07,1.5,0.0007199999999999999,0.0
Fe58,58.0,26.0,1.3591e-07,1.5,0.0007199999999999999,0.0
Fe59,59.0,26.0,0.0,1.5,0.0007199999999999999,0.0
Fe60,60.0,26.0,2.1074e-08,1.5,0.0007199999999999999,0.0
Co59,59.0,27.0,7.9795e-08,1.5,0.0007199999999999999,0.0
Co60,60.0,27.0,0.0,1.5,0.0007199999999999999,0.0
Ni58,58.0,28.0,9.0431e-07,1.5,0.0007199999999999999,0.0
Ni59,59.0,28.0,3.9419e-10,1.5,0.0007199999999999999,0.0
Ni60,60.0,28.0,3.7869e-07,1.5,0.0007199999999999999,0.0
Ni61,61.0,28.0,2.2765e-08,1.5,0.0007199999999999999,0.0
Ni62,62.0,28.0,6.5351e-08,1.5,0.0007199999999999999,0.0
Ni63,63.0,28.0,1.6851e-13,1.5,0.0007199999999999999,0.0
Ni64,64.0,28.0,4.2446e-08,1.5,0.0007199999999999999,0.0
Ni65,65.0,28.0,0.0,1.5,0.0007199999999999999,0.0
Ni66,66.0,28.0,0.0,1.5,0.0007199999999999999,0.0
Cu63,63.0,29.0,1.8957e-08,1.5,0.0007199999999999999,0.0
Cu64,64.0,29.0,0.0,1.5,0.0007199999999999999,0.0
Cu65,65.0,29.0,1.449e-08,1.5,0.0007199999999999999,0.0
Cu66,66.0,29.0,0.0,1.5,0.0007199999999999999,0.0
Cu67,67.0,29.0,0.0,1.5,0.0007199999999999999,0.0
Zn64,64.0,30.0,2.0458e-08,1.5,0.0007199999999999999,0.0
Zn65,65.0,30.0,0.0,1.5,0.0007199999999999999,0.0
Zn66,66.0,30.0,1.8583e-08,1.5,0.0007199999999999999,0.0
Zn67,67.0,30.0,3.3162e-09,1.5,0.0007199999999999999,0.0
Zn68,68.0,30.0,1.7994e-08,1.5,0.0007199999999999999,0.0
Zn69,69.0,30.0,0.0,1.5,0.0007199999999999999,0.0
Zn70,70.0,30.0,3.1314e-10,1.5,0.0007199999999999999,0.0
Ga69,69.0,31.0,2.2611e-09,1.5,0.0007199999999999999,0.0
Ga70,70.0,31.0,0.0,1.5,0.0007199999999999999,0.0
Ga71,71.0,31.0,1.9471e-09,1.5,0.0007199999999999999,0.0
Ga72,72.0,31.0,0.0,1.5,0.0007199999999999999,0.0
Ga73,73.0,31.0,0.0,1.5,0.0007199999999999999,0.0
Ge70,70.0,32.0,3.3611e-09,1.5,0.0007199999999999999,0.0
Ge71,71.0,32.0,0.0,1.5,0.0007199999999999999,0.0
Ge72,72.0,32.0,3.9678e-09,1.5,0.0007199999999999999,0.0
Ge73,73.0,32.0,1.147e-09,1.5,0.0007199999999999999,0.0
Ge74,74.0,32.0,6.6338e-09,1.5,0.0007199999999999999,0.0
Ge75,75.0,32.0,0.0,1.5,0.0007199999999999999,0.0
Ge76,76.0,32.0,3.9442e-10,1.5,0.0007199999999999999,0.0
Ge77,77.0,32.0,0.0,1.5,0.0007199999999999999,0.0
As75,75.0,33.0,7.3406e-10,1.5,0.0007199999999999999,0.0
As76,76.0,33.0,0.0,1.5,0.0007199999999999999,0.0
As77,77.0,33.0,0.0,1.5,0.0007199999999999999,0.0
Se76,76.0,34.0,1.4065e-09,1.5,0.0007199999999999999,0.0
Se77,77.0,34.0,6.5832e-10,1.5,0.0007199999999999999,0.0
Se78,78.0,34.0,3.7138e-09,1.5,0.0007199999999999999,0.0
Se79,79.0,34.0,1.7346e-10,1.5,0.0007199999999999999,0.0
Se80,80.0,34.0,4.6947e-09,1.5,0.0007199999999999999,0.0
Se81,81.0,34.0,0.0,1.5,0.0007199999999999999,0.0
Se82,82.0,34.0,2.8107e-10,1.5,0.0007199999999999999,0.0
Br79,79.0,35.0,6.9945e-10,1.5,0.0007199999999999999,0.0
Br80,80.0,35.0,0.0,1.5,0.0007199999999999999,0.0
Br81,81.0,35.0,8.3904e-10,1.5,0.0007199999999999999,0.0
Br82,82.0,35.0,0.0,1.5,0.0007199999999999999,0.0
Br83,83.0,35.0,0.0,1.5,0.0007199999999999999,0.0
Br84,84.0,35.0,0.0,1.5,0.0007199999999999999,0.0
Kr80,80.0,36.0,1.0743e-10,1.5,0.0007199999999999999,0.0
Kr81,81.0,36.0,5.4229e-12,1.5,0.0007199999999999999,0.0
Kr82,82.0,36.0,2.0788e-09,1.5,0.0007199999999999999,0.0
Kr83,83.0,36.0,9.3539e-10,1.5,0.0007199999999999999,0.0
Kr84,84.0,36.0,5.4536e-09,1.5,0.0007199999999999999,0.0
Kr85,85.0,36.0,0.0,1.5,0.0007199999999999999,0.0
Kr86,86.0,36.0,4.8781e-09,1.5,0.0007199999999999999,0.0
Kr87,87.0,36.0,0.0,1.5,0.0007199999999999999,0.0
Kr88,88.0,36.0,0.0,1.5,0.0007199999999999999,0.0
Rb85,85.0,37.0,1.2178e-09,1.5,0.0007199999999999999,0.0
Rb86,86.0,37.0,0.0,1.5,0.0007199999999999999,0.0
Rb87,87.0,37.0,2.0105e-09,1.5,0.0007199999999999999,0.0
Rb88,88.0,37.0,0.0,1.5,0.0007199999999999999,0.0
Sr86,86.0,38.0,1.3113e-09,1.5,0.0007199999999999999,0.0
Sr87,87.0,38.0,8.0697e-10,1.5,0.0007199999999999999,0.0
Sr88,88.0,38.0,8.7885e-09,1.5,0.0007199999999999999,0.0
Sr89,89.0,38.0,0.0,1.5,0.0007199999999999999,0.0
Sr90,90.0,38.0,0.0,1.5,0.0007199999999999999,0.0
Sr91,91.0,38.0,0.0,1.5,0.0007199999999999999,0.0
Sr92,92.0,38.0,0.0,1.5,0.0007199999999999999,0.0
Y89,89.0,39.0,1.8597e-09,1.5,0.0007199999999999999,0.0
Y90,90.0,39.0,0.0,1.5,0.0007199999999999999,0.0
Y91,91.0,39.0,0.0,1.5,0.0007199999999999999,0.0
Y92,92.0,39.0,0.0,1.5,0.0007199999999999999,0.0
Y93,93.0,39.0,0.0,1.5,0.0007199999999999999,0.0
Zr90,90.0,40.0,1.6585e-09,1.5,0.0007199999999999999,0.0
Zr91,91.0,40.0,4.4118e-10,1.5,0.0007199999999999999,0.0
Zr92,92.0,40.0,6.5675e-10,1.5,0.0007199999999999999,0.0
Zr93,93.0,40.0,1.6987e-10,1.5,0.0007199999999999999,0.0
Zr94,94.0,40.0,8.1904e-10,1.5,0.0007199999999999999,0.0
Zr95,95.0,40.0,0.0,1.5,0.0007199999999999999,0.0
Zr96,96.0,40.0,2.5933e-10,1.5,0.0007199999999999999,0.0
Zr97,97.0,40.0,0.0,1.5,0.0007199999999999999,0.0
Nb93,93.0,41.0,7.4822e-11,1.5,0.0007199999999999999,0.0
Nb94,94.0,41.0,0.0,1.5,0.0007199999999999999,0.0
Nb95,95.0,41.0,0.0,1.5,0.0007199999999999999,0.0
Nb96,96.0,41.0,0.0,1.5,0.0007199999999999999,0.0
Nb97,97.0,41.0,0.0,1.5,0.0007199999999999999,0.0
Mo92,92.0,42.0,1.8307e-11,1.5,0.0007199999999999999,0.0
Mo93,93.0,42.0,0.0,1.5,0.0007199999999999999,0.0
Mo94,94.0,42.0,1.3656e-11,1.5,0.0007199999999999999,0.0
Mo95,95.0,42.0,1.1044e-10,1.5,0.0007199999999999999,0.0
Mo96,96.0,42.0,1.8028e-10,1.5,0.0007199999999999999,0.0
Mo97,97.0,42.0,7.139e-11,1.5,0.0007199999999999999,0.0
Mo98,98.0,42.0,2.4083e-10,1.5,0.0007199999999999999,0.0
Mo99,99.0,42.0,0.0,1.5,0.0007199999999999999,0.0
Mo00,10.0,42.0,2.5537e-11,1.5,0.0007199999999999999,0.0
Tc97,97.0,43.0,0.0,1.5,0.0007199999999999999,0.0
Tc98,98.0,43.0,0.0,1.5,0.0007199999999999999,0.0
Tc99,99.0,43.0,7.7355e-12,1.5,0.0007199999999999999,0.0
Ru96,96.0,44.0,4.5869e-12,1.5,0.0007199999999999999,0.0
Ru97,97.0,44.0,0.0,1.5,0.0007199999999999999,0.0
Ru98,98.0,44.0,1.5859e-12,1.5,0.0007199999999999999,0.0
Ru99,99.0,44.0,3.1926e-11,1.5,0.0007199999999999999,0.0
Ru00,10.0,44.0,1.1095e-10,1.5,0.0007199999999999999,0.0
Ru01,10.0,44.0,3.7677e-11,1.5,0.0007199999999999999,0.0
Ru02,10.0,44.0,1.7045e-10,1.5,0.0007199999999999999,0.0
Ru03,10.0,44.0,0.0,1.5,0.0007199999999999999,0.0
Ru04,10.0,44.0,2.9364e-11,1.5,0.0007199999999999999,0.0
Ru05,10.0,44.0,0.0,1.5,0.0007199999999999999,0.0
Ru06,10.0,44.0,0.0,1.5,0.0007199999999999999,0.0
Rh03,10.0,45.0,4.3744e-11,1.5,0.0007199999999999999,0.0
Rh05,10.0,45.0,0.0,1.5,0.0007199999999999999,0.0
Pd04,10.0,46.0,8.0638e-11,1.5,0.0007199999999999999,0.0
Pd05,10.0,46.0,3.65e-11,1.5,0.0007199999999999999,0.0
Pd06,10.0,46.0,1.1054e-10,1.5,0.0007199999999999999,0.0
Pd07,10.0,46.0,1.6939e-11,1.5,0.0007199999999999999,0.0
Pd08,10.0,46.0,1.3385e-10,1.5,0.0007199999999999999,0.0
Pd09,10.0,46.0,0.0,1.5,0.0007199999999999999,0.0
Pd10,11.0,46.0,2.1181e-11,1.5,0.0007199999999999999,0.0
Ag07,10.0,47.0,1.3791e-11,1.5,0.0007199999999999999,0.0
Ag09,10.0,47.0,4.5416e-11,1.5,0.0007199999999999999,0.0
Ag11,11.0,47.0,0.0,1.5,0.0007199999999999999,0.0
Cd08,10.0,48.0,7.9013e-13,1.5,0.0007199999999999999,0.0
Cd09,10.0,48.0,0.0,1.5,0.0007199999999999999,0.0
Cd10,11.0,48.0,1.024e-10,1.5,0.0007199999999999999,0.0
Cd11,11.0,48.0,4.3655e-11,1.5,0.0007199999999999999,0.0
Cd12,11.0,48.0,1.4544e-10,1.5,0.0007199999999999999,0.0
Cd13,11.0,48.0,4.7094e-11,1.5,0.0007199999999999999,0.0
Cd14,11.0,48.0,2.0779e-10,1.5,0.0007199999999999999,0.0
Cd15,11.0,48.0,0.0,1.5,0.0007199999999999999,0.0
Cd16,11.0,48.0,3.1768e-11,1.5,0.0007199999999999999,0.0
In13,11.0,49.0,4.18e-13,1.5,0.0007199999999999999,0.0
In15,11.0,49.0,4.6645e-11,1.5,0.0007199999999999999,0.0
Sn14,11.0,50.0,1.3335e-12,1.5,0.0007199999999999999,0.0
Sn15,11.0,50.0,6.9209e-13,1.5,0.0007199999999999999,0.0
Sn16,11.0,50.0,2.7159e-10,1.5,0.0007199999999999999,0.0
Sn17,11.0,50.0,9.2059e-11,1.5,0.0007199999999999999,0.0
Sn18,11.0,50.0,4.1683e-10,1.5,0.0007199999999999999,0.0
Sn19,11.0,50.0,1.2918e-10,1.5,0.0007199999999999999,0.0
Sn20,12.0,50.0,6.6757e-10,1.5,0.0007199999999999999,0.0
Sn21,12.0,50.0,0.0,1.5,0.0007199999999999999,0.0
Sn22,12.0,50.0,6.9688e-11,1.5,0.0007199999999999999,0.0
Sn23,12.0,50.0,0.0,1.5,0.0007199999999999999,0.0
Sn24,12.0,50.0,2.5254e-11,1.5,0.0007199999999999999,0.0
Sb21,12.0,51.0,5.6909e-11,1.5,0.0007199999999999999,0.0
Sb22,12.0,51.0,0.0,1.5,0.0007199999999999999,0.0
Sb23,12.0,51.0,2.0868e-11,1.5,0.0007199999999999999,0.0
Sb24,12.0,51.0,0.0,1.5,0.0007199999999999999,0.0
Sb25,12.0,51.0,0.0,1.5,0.0007199999999999999,0.0
Te22,12.0,52.0,7.5048e-11,1.5,0.0007199999999999999,0.0
Te23,12.0,52.0,2.5532e-11,1.5,0.0007199999999999999,0.0
Te24,12.0,52.0,1.558e-10,1.5,0.0007199999999999999,0.0
Te25,12.0,52.0,6.8378e-11,1.5,0.0007199999999999999,0.0
Te26,12.0,52.0,3.3665e-10,1.5,0.0007199999999999999,0.0
Te27,12.0,52.0,0.0,1.5,0.0007199999999999999,0.0
Te28,12.0,52.0,1.2437e-10,1.5,0.0007199999999999999,0.0
Te30,13.0,52.0,1.0133e-10,1.5,0.0007199999999999999,0.0
I127,12.0,53.0,9.8236e-11,1.5,0.0007199999999999999,0.0
I128,12.0,53.0,0.0,1.5,0.0007199999999999999,0.0
I129,12.0,53.0,1.159e-12,1.5,0.0007199999999999999,0.0
I130,13.0,53.0,0.0,1.5,0.0007199999999999999,0.0
I131,13.0,53.0,0.0,1.5,0.0007199999999999999,0.0
I132,13.0,53.0,0.0,1.5,0.0007199999999999999,0.0
I133,13.0,53.0,0.0,1.5,0.0007199999999999999,0.0
Xe28,12.0,54.0,9.6577e-11,1.5,0.0007199999999999999,0.0
Xe29,12.0,54.0,1.2771e-10,1.5,0.0007199999999999999,0.0
Xe30,13.0,54.0,2.056e-10,1.5,0.0007199999999999999,0.0
Xe31,13.0,54.0,1.2748e-10,1.5,0.0007199999999999999,0.0
Xe32,13.0,54.0,4.7752e-10,1.5,0.0007199999999999999,0.0
Xe33,13.0,54.0,0.0,1.5,0.0007199999999999999,0.0
Xe34,13.0,54.0,9.8371e-11,1.5,0.0007199999999999999,0.0
Xe35,13.0,54.0,0.0,1.5,0.0007199999999999999,0.0
Xe36,13.0,54.0,6.7129e-11,1.5,0.0007199999999999999,0.0
Cs33,13.0,55.0,7.805e-11,1.5,0.0007199999999999999,0.0
Cs34,13.0,55.0,0.0,1.5,0.0007199999999999999,0.0
Cs35,13.0,55.0,4.0489e-11,1.5,0.0007199999999999999,0.0
Cs36,13.0,55.0,0.0,1.5,0.0007199999999999999,0.0
Cs37,13.0,55.0,0.0,1.5,0.0007199999999999999,0.0
Ba34,13.0,56.0,1.2132e-10,1.5,0.0007199999999999999,0.0
Ba35,13.0,56.0,5.9502e-11,1.5,0.0007199999999999999,0.0
Ba36,13.0,56.0,4.22e-10,1.5,0.0007199999999999999,0.0
Ba37,13.0,56.0,4.1942e-10,1.5,0.0007199999999999999,0.0
Ba38,13.0,56.0,5.37e-09,1.5,0.0007199999999999999,0.0
Ba39,13.0,56.0,0.0,1.5,0.0007199999999999999,0.0
Ba40,14.0,56.0,0.0,1.5,0.0007199999999999999,0.0
La39,13.0,57.0,6.4979e-10,1.5,0.0007199999999999999,0.0
La40,14.0,57.0,0.0,1.5,0.0007199999999999999,0.0
Ce40,14.0,58.0,2.1094e-09,1.5,0.0007199999999999999,0.0
Ce41,14.0,58.0,0.0,1.5,0.0007199999999999999,0.0
Ce42,14.0,58.0,8.9487e-11,1.5,0.0007199999999999999,0.0
Ce43,14.0,58.0,0.0,1.5,0.0007199999999999999,0.0
Ce44,14.0,58.0,0.0,1.5,0.0007199999999999999,0.0
Pr41,14.0,59.0,2.2065e-10,1.5,0.0007199999999999999,0.0
Pr42,14.0,59.0,0.0,1.5,0.0007199999999999999,0.0
Pr43,14.0,59.0,0.0,1.5,0.0007199999999999999,0.0
Pr45,14.0,59.0,0.0,1.5,0.0007199999999999999,0.0
Nd42,14.0,60.0,5.3226e-10,1.5,0.0007199999999999999,0.0
Nd43,14.0,60.0,9.3716e-11,1.5,0.0007199999999999999,0.0
Nd44,14.0,60.0,2.9649e-10,1.5,0.0007199999999999999,0.0
Nd45,14.0,60.0,5.722e-11,1.5,0.0007199999999999999,0.0
Nd46,14.0,60.0,2.7332e-10,1.5,0.0007199999999999999,0.0
Nd47,14.0,60.0,0.0,1.5,0.0007199999999999999,0.0
Nd48,14.0,60.0,4.555e-11,1.5,0.0007199999999999999,0.0
Nd49,14.0,60.0,0.0,1.5,0.0007199999999999999,0.0
Nd50,15.0,60.0,4.2904e-12,1.5,0.0007199999999999999,0.0
Pm45,14.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Pm46,14.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Pm47,14.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Pm48,14.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Pm49,14.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Pm50,15.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Pm51,15.0,61.0,0.0,1.5,0.0007199999999999999,0.0
Sm44,14.0,62.0,5.4099e-13,1.5,0.0007199999999999999,0.0
Sm45,14.0,62.0,0.0,1.5,0.0007199999999999999,0.0
Sm46,14.0,62.0,0.0,1.5,0.0007199999999999999,0.0
Sm47,14.0,62.0,3.3392e-11,1.5,0.0007199999999999999,0.0
Sm48,14.0,62.0,7.0502e-11,1.5,0.0007199999999999999,0.0
Sm49,14.0,62.0,1.5379e-11,1.5,0.0007199999999999999,0.0
Sm50,15.0,62.0,5.7766e-11,1.5,0.0007199999999999999,0.0
Sm51,15.0,62.0,0.0,1.5,0.0007199999999999999,0.0
Sm52,15.0,62.0,5.387e-11,1.5,0.0007199999999999999,0.0
Sm53,15.0,62.0,0.0,1.5,0.0007199999999999999,0.0
Sm54,15.0,62.0,2.5005e-11,1.5,0.0007199999999999999,0.0
Eu51,15.0,63.0,1.1249e-11,1.5,0.0007199999999999999,0.0
Eu52,15.0,63.0,0.0,1.5,0.0007199999999999999,0.0
Eu53,15.0,63.0,1.3316e-11,1.5,0.0007199999999999999,0.0
Eu54,15.0,63.0,0.0,1.5,0.0007199999999999999,0.0
Eu55,15.0,63.0,0.0,1.5,0.0007199999999999999,0.0
Eu56,15.0,63.0,0.0,1.5,0.0007199999999999999,0.0
Eu57,15.0,63.0,0.0,1.5,0.0007199999999999999,0.0
Gd52,15.0,64.0,5.6833e-13,1.5,0.0007199999999999999,0.0
Gd53,15.0,64.0,0.0,1.5,0.0007199999999999999,0.0
Gd54,15.0,64.0,1.264e-11,1.5,0.0007199999999999999,0.0
Gd55,15.0,64.0,1.6821e-11,1.5,0.0007199999999999999,0.0
Gd56,15.0,64.0,4.4965e-11,1.5,0.0007199999999999999,0.0
Gd57,15.0,64.0,2.2147e-11,1.5,0.0007199999999999999,0.0
Gd58,15.0,64.0,7.5444e-11,1.5,0.0007199999999999999,0.0
Gd59,15.0,64.0,0.0,1.5,0.0007199999999999999,0.0
Gd60,16.0,64.0,1.9935e-11,1.5,0.0007199999999999999,0.0
Tb59,15.0,65.0,2.0546e-11,1.5,0.0007199999999999999,0.0
Tb60,16.0,65.0,0.0,1.5,0.0007199999999999999,0.0
Tb61,16.0,65.0,0.0,1.5,0.0007199999999999999,0.0
Dy60,16.0,66.0,2.3863e-11,1.5,0.0007199999999999999,0.0
Dy61,16.0,66.0,1.7729e-11,1.5,0.0007199999999999999,0.0
Dy62,16.0,66.0,5.9234e-11,1.5,0.0007199999999999999,0.0
Dy63,16.0,66.0,2.4061e-11,1.5,0.0007199999999999999,0.0
Dy64,16.0,66.0,9.7177e-11,1.5,0.0007199999999999999,0.0
Dy65,16.0,66.0,0.0,1.5,0.0007199999999999999,0.0
Dy66,16.0,66.0,0.0,1.5,0.0007199999999999999,0.0
Ho63,16.0,67.0,0.0,1.5,0.0007199999999999999,0.0
Ho64,16.0,67.0,0.0,1.5,0.0007199999999999999,0.0
Ho65,16.0,67.0,2.9275e-11,1.5,0.0007199999999999999,0.0
Ho66,16.0,67.0,0.0,1.5,0.0007199999999999999,0.0
Er64,16.0,68.0,8.608e-12,1.5,0.0007199999999999999,0.0
Er65,16.0,68.0,0.0,1.5,0.0007199999999999999,0.0
Er66,16.0,68.0,4.0844e-11,1.5,0.0007199999999999999,0.0
Er67,16.0,68.0,2.075e-11,1.5,0.0007199999999999999,0.0
Er68,16.0,68.0,7.3725e-11,1.5,0.0007199999999999999,0.0
Er69,16.0,68.0,0.0,1.5,0.0007199999999999999,0.0
Er70,17.0,68.0,3.5969e-11,1.5,0.0007199999999999999,0.0
Er71,17.0,68.0,0.0,1.5,0.0007199999999999999,0.0
Er72,17.0,68.0,0.0,1.5,0.0007199999999999999,0.0
Tm69,16.0,69.0,1.694e-11,1.5,0.0007199999999999999,0.0
Tm70,17.0,69.0,0.0,1.5,0.0007199999999999999,0.0
Tm71,17.0,69.0,0.0,1.5,0.0007199999999999999,0.0
Tm72,17.0,69.0,0.0,1.5,0.0007199999999999999,0.0
Tm73,17.0,69.0,0.0,1.5,0.0007199999999999999,0.0
Yb70,17.0,70.0,2.2104e-11,1.5,0.0007199999999999999,0.0
Yb71,17.0,70.0,3.4985e-11,1.5,0.0007199999999999999,0.0
Yb72,17.0,70.0,8.4334e-11,1.5,0.0007199999999999999,0.0
Yb73,17.0,70.0,4.0223e-11,1.5,0.0007199999999999999,0.0
Yb74,17.0,70.0,1.8563e-10,1.5,0.0007199999999999999,0.0
Yb75,17.0,70.0,0.0,1.5,0.0007199999999999999,0.0
Yb76,17.0,70.0,3.5634e-11,1.5,0.0007199999999999999,0.0
Yb77,17.0,70.0,0.0,1.5,0.0007199999999999999,0.0
Lu75,17.0,71.0,2.7596e-11,1.5,0.0007199999999999999,0.0
Lu76,17.0,71.0,1.335e-11,1.5,0.0007199999999999999,0.0
Lu77,17.0,71.0,0.0,1.5,0.0007199999999999999,0.0
Hf76,17.0,72.0,1.1535e-11,1.5,0.0007199999999999999,0.0
Hf77,17.0,72.0,2.4932e-11,1.5,0.0007199999999999999,0.0
Hf78,17.0,72.0,9.9739e-11,1.5,0.0007199999999999999,0.0
Hf79,17.0,72.0,3.4944e-11,1.5,0.0007199999999999999,0.0
Hf80,18.0,72.0,1.8799e-10,1.5,0.0007199999999999999,0.0
Hf81,18.0,72.0,0.0,1.5,0.0007199999999999999,0.0
Hf82,18.0,72.0,1.3512e-11,1.5,0.0007199999999999999,0.0
Hf83,18.0,72.0,0.0,1.5,0.0007199999999999999,0.0
Hf84,18.0,72.0,0.0,1.5,0.0007199999999999999,0.0
Ta79,17.0,73.0,0.0,1.5,0.0007199999999999999,0.0
Ta80,18.0,73.0,0.0,1.5,0.0007199999999999999,0.0
Ta81,18.0,73.0,4.0276e-11,1.5,0.0007199999999999999,0.0
Ta82,18.0,73.0,0.0,1.5,0.0007199999999999999,0.0
Ta83,18.0,73.0,0.0,1.5,0.0007199999999999999,0.0
Ta84,18.0,73.0,0.0,1.5,0.0007199999999999999,0.0
W180,18.0,74.0,0.0,1.5,0.0007199999999999999,0.0
W181,18.0,74.0,0.0,1.5,0.0007199999999999999,0.0
W182,18.0,74.0,7.4458e-11,1.5,0.0007199999999999999,0.0
W183,18.0,74.0,5.0725e-11,1.5,0.0007199999999999999,0.0
W184,18.0,74.0,1.3793e-10,1.5,0.0007199999999999999,0.0
W185,18.0,74.0,0.0,1.5,0.0007199999999999999,0.0
W186,18.0,74.0,7.132e-11,1.5,0.0007199999999999999,0.0
W187,18.0,74.0,0.0,1.5,0.0007199999999999999,0.0
W188,18.0,74.0,0.0,1.5,0.0007199999999999999,0.0
Re85,18.0,75.0,2.8296e-11,1.5,0.0007199999999999999,0.0
Re86,18.0,75.0,0.0,1.5,0.0007199999999999999,0.0
Re87,18.0,75.0,2.0191e-11,1.5,0.0007199999999999999,0.0
Re88,18.0,75.0,0.0,1.5,0.0007199999999999999,0.0
Re89,18.0,75.0,0.0,1.5,0.0007199999999999999,0.0
Os86,18.0,76.0,4.7854e-11,1.5,0.0007199999999999999,0.0
Os87,18.0,76.0,1.4301e-11,1.5,0.0007199999999999999,0.0
Os88,18.0,76.0,1.1807e-10,1.5,0.0007199999999999999,0.0
Os89,18.0,76.0,3.3051e-11,1.5,0.0007199999999999999,0.0
Os90,19.0,76.0,1.3595e-10,1.5,0.0007199999999999999,0.0
Os91,19.0,76.0,0.0,1.5,0.0007199999999999999,0.0
Os92,19.0,76.0,9.6729e-11,1.5,0.0007199999999999999,0.0
Os93,19.0,76.0,0.0,1.5,0.0007199999999999999,0.0
Os94,19.0,76.0,0.0,1.5,0.0007199999999999999,0.0
Ir91,19.0,77.0,4.4856e-11,1.5,0.0007199999999999999,0.0
Ir92,19.0,77.0,0.0,1.5,0.0007199999999999999,0.0
Ir93,19.0,77.0,6.685e-11,1.5,0.0007199999999999999,0.0
Ir94,19.0,77.0,0.0,1.5,0.0007199999999999999,0.0
Ir95,19.0,77.0,0.0,1.5,0.0007199999999999999,0.0
Pt92,19.0,78.0,3.3551e-11,1.5,0.0007199999999999999,0.0
Pt93,19.0,78.0,0.0,1.5,0.0007199999999999999,0.0
Pt94,19.0,78.0,1.7024e-10,1.5,0.0007199999999999999,0.0
Pt95,19.0,78.0,9.1945e-11,1.5,0.0007199999999999999,0.0
Pt96,19.0,78.0,2.1293e-10,1.5,0.0007199999999999999,0.0
Pt97,19.0,78.0,0.0,1.5,0.0007199999999999999,0.0
Pt98,19.0,78.0,2.5186e-11,1.5,0.0007199999999999999,0.0
Au97,19.0,79.0,7.221e-11,1.5,0.0007199999999999999,0.0
Au98,19.0,79.0,0.0,1.5,0.0007199999999999999,0.0
Au99,19.0,79.0,0.0,1.5,0.0007199999999999999,0.0
Hg98,19.0,80.0,1.7781e-10,1.5,0.0007199999999999999,0.0
Hg99,19.0,80.0,9.2182e-11,1.5,0.0007199999999999999,0.0
Hg00,20.0,80.0,3.1119e-10,1.5,0.0007199999999999999,0.0
Hg01,20.0,80.0,1.3549e-10,1.5,0.0007199999999999999,0.0
Hg02,20.0,80.0,5.6269e-10,1.5,0.0007199999999999999,0.0
Hg03,20.0,80.0,0.0,1.5,0.0007199999999999999,0.0
Hg04,20.0,80.0,1.6791e-11,1.5,0.0007199999999999999,0.0
Tl03,20.0,81.0,2.6064e-10,1.5,0.0007199999999999999,0.0
Tl04,20.0,81.0,0.0,1.5,0.0007199999999999999,0.0
Tl05,20.0,81.0,5.3657e-10,1.5,0.0007199999999999999,0.0
Pb04,20.0,82.0,3.1383e-10,1.5,0.0007199999999999999,0.0
