 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
La39   57  139  1.0914E+00  1.2691E+00  1.9244E+00  1.1567E+00  2.8294E+00  2.5833E+03  1.0224E+00  2.6508E+01  3.8142E+03  9.8129E-01  3.2371E+00  3.7757E+03  1.1179E-09  1.2523E-09  1.9523E-09  8.5315E-11  2.3307E-10  2.2693E-07  5.2293E-12  1.9641E-10  2.9678E-08  4.7901E-13  2.2494E-12  2.8267E-09  1.0914E+00  1.1568E+00  1.0244E+00  9.8146E-01  1.1179E-09  8.5323E-11  5.2394E-12  4.7910E-13  1.2871E-09  1.2869E-10  1.2869E-11  1.2869E-12
Ce40   58  140  1.0337E+00  1.1385E+00  1.4180E+00  1.0704E+00  1.8403E+00  1.9819E+03  9.9133E-01  1.2488E+01  3.3248E+03  9.7577E-01  2.3230E+00  3.1108E+03  2.8511E-09  3.0249E-09  3.8736E-09  2.1259E-10  4.0822E-10  4.6882E-07  1.3653E-11  2.4915E-10  6.9663E-08  1.2826E-12  4.3470E-12  6.2714E-09  1.0338E+00  1.0705E+00  9.9222E-01  9.7587E-01  2.8511E-09  2.1260E-10  1.3666E-11  1.2828E-12  3.4658E-09  3.4654E-10  3.4654E-11  3.4654E-12
Pr41   59  141  1.0141E+00  1.2528E+00  1.5609E+00  1.0318E+00  1.5530E+00  1.9569E+03  9.4081E-01  1.2724E+01  7.1231E+03  9.3000E-01  7.6209E+00  3.7316E+03  4.3962E-10  5.2320E-10  6.7019E-10  3.2210E-11  5.4144E-11  7.2761E-08  2.0366E-12  3.9901E-11  2.3458E-08  1.9214E-13  2.2414E-12  1.1824E-09  1.0141E+00  1.0318E+00  9.4171E-01  9.3051E-01  4.3962E-10  3.2211E-11  2.0386E-12  1.9225E-13  5.4475E-10  5.4468E-11  5.4468E-12  5.4468E-13
Nd42   60  142  1.1277E+00  1.3044E+00  1.5532E+00  1.2238E+00  2.3148E+00  2.9375E+03  1.1309E+00  9.8643E+00  5.2714E+03  1.1254E+00  1.8472E+00  5.6329E+03  6.6729E-10  7.4360E-10  9.1035E-10  5.2148E-11  1.1016E-10  1.4909E-07  3.3418E-12  4.2225E-11  2.3697E-08  3.1738E-13  7.4162E-13  2.4364E-09  1.1277E+00  1.2239E+00  1.1316E+00  1.1254E+00  6.6729E-10  5.2151E-11  3.3439E-12  3.1740E-13  7.4360E-10  7.4350E-11  7.4350E-12  7.4350E-13
Nd43   60  143  9.4641E-01  9.0639E-01  9.5404E-01  9.1915E-01  1.0220E+00  6.2498E+02  8.7090E-01  2.9015E+00  1.0437E+03  8.5754E-01  1.0199E+00  8.0734E+02  2.5073E-10  2.3132E-10  2.5034E-10  1.7535E-11  2.1775E-11  1.4201E-08  1.1522E-12  5.5606E-12  2.1006E-09  1.0827E-13  1.8331E-13  1.5634E-10  9.4641E-01  9.1916E-01  8.7106E-01  8.5755E-01  2.5073E-10  1.7535E-11  1.1524E-12  1.0828E-13  3.3291E-10  3.3287E-11  3.3287E-12  3.3287E-13
Nd44   60  144  9.8792E-01  9.6730E-01  1.0389E+00  9.8420E-01  1.1849E+00  9.7325E+02  9.5568E-01  3.9551E+00  1.7193E+03  9.5706E-01  1.1451E+00  1.3154E+03  5.2016E-10  4.9063E-10  5.4181E-10  3.7316E-11  5.0174E-11  4.3951E-08  2.5127E-12  1.5064E-11  6.8771E-09  2.4016E-13  4.0907E-13  5.0626E-10  9.8792E-01  9.8422E-01  9.5591E-01  9.5708E-01  5.2016E-10  3.7317E-11  2.5134E-12  2.4017E-13  6.6164E-10  6.6155E-11  6.6155E-12  6.6155E-13
Hg02   80  202  1.0342E+00  1.0819E+00  1.2041E+00  1.0539E+00  1.5161E+00  1.7893E+03  1.0206E+00  5.9484E+00  3.2809E+03  1.0194E+00  1.3926E+00  2.6842E+03  5.4053E-10  5.4473E-10  6.2333E-10  3.9663E-11  6.3727E-11  8.0209E-08  2.6638E-12  2.2490E-11  1.3027E-08  2.5393E-13  4.9382E-13  1.0254E-09  1.0342E+00  1.0539E+00  1.0210E+00  1.0195E+00  5.4053E-10  3.9665E-11  2.6648E-12  2.5395E-13  6.5678E-10  6.5669E-11  6.5669E-12  6.5669E-13
Hg04   80  204  9.3986E-01  1.1391E+00  1.1916E+00  9.1989E-01  9.6315E-01  1.6441E+03  8.8952E-01  1.8473E+00  6.1309E+02  9.0693E-01  1.2157E+00  6.1722E+03  1.1413E-10  1.3326E-10  1.4333E-10  8.0442E-12  9.4065E-12  1.7125E-08  5.3941E-13  1.6228E-12  5.6559E-10  5.2490E-14  1.0016E-13  5.4788E-10  9.3987E-01  9.1990E-01  8.8960E-01  9.0696E-01  1.1413E-10  8.0443E-12  5.3947E-13  5.2492E-14  1.5260E-10  1.5258E-11  1.5258E-12  1.5258E-13
Tl03   81  203  1.0425E+00  1.0721E+00  1.1876E+00  1.0656E+00  1.4732E+00  1.6769E+03  1.0129E+00  5.3507E+00  2.8937E+03  9.9470E-01  1.3500E+00  2.7641E+03  2.9075E-10  2.8806E-10  3.2807E-10  2.1400E-11  3.3044E-11  4.0112E-08  1.4107E-12  1.0795E-11  6.1308E-09  1.3221E-13  2.5545E-13  5.6348E-10  1.0425E+00  1.0656E+00  1.0133E+00  9.9473E-01  2.9075E-10  2.1400E-11  1.4112E-12  1.3222E-13  3.5047E-10  3.5042E-11  3.5042E-12  3.5042E-13
Tl05   81  205  9.9550E-01  1.0109E+00  1.0718E+00  1.0101E+00  1.2227E+00  1.1608E+03  9.8058E-01  3.1103E+00  2.5352E+03  9.5231E-01  1.1462E+00  1.9938E+03  6.6928E-10  6.5470E-10  7.1374E-10  4.8901E-11  6.6110E-11  6.6933E-08  3.2921E-12  1.5127E-11  1.2949E-08  3.0514E-13  5.2281E-13  9.7983E-10  9.9550E-01  1.0101E+00  9.8075E-01  9.5233E-01  6.6928E-10  4.8902E-11  3.2927E-12  3.0515E-13  8.4484E-10  8.4473E-11  8.4473E-12  8.4473E-13
Pb04   82  204  1.2339E+00  1.4355E+00  1.7434E+00  1.3963E+00  2.8280E+00  4.6534E+03  1.3422E+00  1.1024E+01  9.3626E+03  1.2503E+00  2.1060E+00  7.1309E+03  1.6560E-10  1.8560E-10  2.3175E-10  1.3495E-11  3.0524E-11  5.3566E-08  8.9956E-13  1.0703E-11  9.5459E-09  7.9971E-14  1.9177E-13  6.9955E-10  1.2339E+00  1.3964E+00  1.3430E+00  1.2503E+00  1.6560E-10  1.3496E-11  9.0008E-13  7.9977E-14  1.6865E-10  1.6863E-11  1.6863E-12  1.6863E-13
Pb06   82  206  1.0552E+00  1.1548E+00  1.2680E+00  1.0941E+00  1.6198E+00  2.1880E+03  1.0370E+00  4.1857E+00  5.7889E+03  9.9327E-01  1.4611E+00  3.7882E+03  1.3306E-09  1.4029E-09  1.5838E-09  9.9353E-11  1.6428E-10  2.3666E-07  6.5301E-12  3.8185E-11  5.5459E-08  5.9698E-13  1.2501E-12  3.4920E-09  1.0552E+00  1.0941E+00  1.0372E+00  9.9331E-01  1.3306E-09  9.9356E-11  6.5317E-12  5.9701E-13  1.5847E-09  1.5845E-10  1.5845E-11  1.5845E-12
Pb07   82  207  1.0408E+00  1.0987E+00  1.1715E+00  1.0595E+00  1.3845E+00  1.6921E+03  9.9535E-01  2.5778E+00  6.1514E+03  9.6567E-01  1.3185E+00  3.3070E+03  1.4595E-09  1.4842E-09  1.6271E-09  1.0698E-10  1.5614E-10  2.0351E-07  6.9698E-12  2.6149E-11  6.5529E-08  6.4537E-13  1.2544E-12  3.3896E-09  1.0408E+00  1.0595E+00  9.9548E-01  9.6569E-01  1.4595E-09  1.0698E-10  6.9709E-12  6.4540E-13  1.7621E-09  1.7619E-10  1.7619E-11  1.7619E-12
Pb08   82  208  1.0188E+00  1.0655E+00  1.1107E+00  1.0311E+00  1.2348E+00  7.5487E+02  9.9035E-01  1.5105E+00  7.4689E+03  9.7215E-01  1.1825E+00  1.9646E+03  4.1088E-09  4.1396E-09  4.4368E-09  2.9945E-10  4.0053E-10  2.6112E-07  1.9945E-11  4.4069E-11  2.2884E-07  1.8686E-12  3.2356E-12  5.7917E-09  1.0188E+00  1.0311E+00  9.9039E-01  9.7217E-01  4.1088E-09  2.9946E-10  1.9947E-11  1.8687E-12  5.0681E-09  5.0674E-10  5.0674E-11  5.0674E-12
Bi09   83  209  9.8425E-01  9.6153E-01  9.6206E-01  9.6937E-01  9.6071E-01  1.3066E+02  9.6219E-01  9.9053E-01  2.4321E+03  9.5607E-01  9.5767E-01  3.7146E+02  5.3830E-10  5.0660E-10  5.2116E-10  3.8177E-11  4.2257E-11  6.1288E-09  2.6278E-12  3.9188E-12  1.0105E-08  2.4920E-13  3.5535E-13  1.4850E-10  9.8425E-01  9.6937E-01  9.6219E-01  9.5607E-01  5.3830E-10  3.8177E-11  2.6278E-12  2.4921E-13  6.8727E-10  6.8717E-11  6.8717E-12  6.8717E-13
