# From file: input/yields/lims/k10/['Z0.0001.dat', 'Z0.008.dat', 'Z0.004.dat', 'Z0.02.dat']
mass_ini,Z_ini,mass_fin,elemSymb,elemZ,elemA,Yield,Mi_windloss,Mi_ini,Xi_avg,Xi_ini,ProdFact
4.5,0.0001,0.897,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,al-6 ,13,26,9.9405111e-07,9.9405111e-07,0.0,2.7589539000000003e-07,0.0,0.0
4.5,0.0001,0.897,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,al27 ,13,27,3.6211158999999996e-06,4.6675559000000005e-06,1.0464402e-06,1.2954638e-06,2.9045407e-07,0.64934784
4.5,0.0001,0.897,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,si28 ,14,28,2.9180028e-06,1.4690994e-05,1.1772991e-05,4.0774339e-06,3.2677581000000003e-06,0.096137062
4.5,0.0001,0.897,si29 ,14,29,4.5958643e-07,1.0772259e-06,6.176394399999999e-07,2.9898027e-07,1.7143443999999998e-07,0.24154446
4.5,0.0001,0.897,si30 ,14,30,7.1335808e-07,1.1374193999999998e-06,4.2406134e-07,3.1568678e-07,1.1770414000000001e-07,0.42846465
4.5,0.0001,0.897,si31 ,14,31,2.4816996e-41,2.4816996e-41,0.0,6.887381999999999e-42,0.0,0.0
4.5,0.0001,0.897,si32 ,14,32,1.0943512e-11,1.0943512e-11,0.0,3.0373334e-12,0.0,0.0
4.5,0.0001,0.897,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,p31  ,15,31,2.3771107999999998e-07,3.8474086999999997e-07,1.4702979000000002e-07,1.0678347999999999e-07,4.0810171000000004e-08,0.41773564
4.5,0.0001,0.897,p32  ,15,32,2.7936682000000002e-15,2.7936682000000002e-15,0.0,7.753728e-16,0.0,0.0
4.5,0.0001,0.897,p33  ,15,33,4.7278166e-21,4.7278166e-21,0.0,1.3121889999999998e-21,0.0,0.0
4.5,0.0001,0.897,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,s32  ,16,32,-6.4756478e-08,7.071656e-06,7.1364125e-06,1.9627133999999998e-06,1.9808108e-06,-0.00398609
4.5,0.0001,0.897,s33  ,16,33,1.2775665e-09,5.9368872e-08,5.8091306e-08,1.6477623e-08,1.6124053e-08,0.0094203297
4.5,0.0001,0.897,s34  ,16,34,6.65068e-09,3.3750171e-06,3.3683664e-06,9.367241800000001e-07,9.3493708e-07,0.0008293706299999999
4.5,0.0001,0.897,s35  ,16,35,6.6279591e-09,6.6279591e-09,0.0,1.8395668e-09,0.0,0.0
4.5,0.0001,0.897,fe54 ,26,54,-3.2623916e-08,1.2531625e-06,1.2857863999999998e-06,3.4781086999999997e-07,3.5688794e-07,-0.011188726000000001
4.5,0.0001,0.897,fe55 ,26,55,6.9590711e-10,6.9590711e-10,0.0,1.9314658000000002e-10,0.0,0.0
4.5,0.0001,0.897,fe56 ,26,56,-4.861794899999999e-07,2.0596355e-05,2.1082535e-05,5.716446099999999e-06,5.8517517e-06,-0.010159782
4.5,0.0001,0.897,fe57 ,26,57,2.0157245e-09,5.1690262e-07,5.1488689e-07,1.434645e-07,1.4291403e-07,0.0016695897
4.5,0.0001,0.897,fe58 ,26,58,7.715990299999999e-08,1.4383446e-07,6.6674552e-08,3.9920748999999993e-08,1.8506451000000002e-08,0.33387554
4.5,0.0001,0.897,fe59 ,26,59,1.8121770999999997e-23,1.8121770999999997e-23,0.0,5.0296339999999995e-24,0.0,0.0
4.5,0.0001,0.897,fe60 ,26,60,1.3477887e-07,1.3477887e-07,0.0,3.7407403e-08,0.0,0.0
4.5,0.0001,0.897,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,co59 ,27,59,3.2625309e-08,9.3185015e-08,6.0559707e-08,2.5863174999999998e-08,1.680919e-08,0.18713504
4.5,0.0001,0.897,co60 ,27,60,2.0874925e-13,2.0874925e-13,0.0,5.7937623e-14,0.0,0.0
4.5,0.0001,0.897,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0001,0.897,ni58 ,28,58,-2.2539267999999994e-08,8.6907016e-07,8.916094300000001e-07,2.4120736999999996e-07,2.4747861999999996e-07,-0.011147106
4.5,0.0001,0.897,ni59 ,28,59,4.2926669e-11,4.2926669e-11,0.0,1.1914147e-11,0.0,0.0
4.5,0.0001,0.897,ni60 ,28,60,1.2917866000000002e-08,3.6603845e-07,3.5312058e-07,1.0159269e-07,9.8013537e-08,0.01557639
4.5,0.0001,0.897,ni61 ,28,61,3.7163065000000003e-07,3.8712886e-07,1.5498208999999998e-08,1.0744626e-07,4.3017439e-09,1.3975468
4.5,0.0001,0.897,ni62 ,28,62,-5.0006323999999995e-08,5.8304361e-11,5.006462799999999e-08,1.6182172e-11,1.3896136000000001e-08,-2.9338572
5.0,0.0001,0.929,g    ,0,1,7.168463900000001e-08,7.2838439e-08,1.1537986e-09,1.7892026e-08,2.8343647e-10,1.8002038
5.0,0.0001,0.929,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,p    ,1,1,-0.37272763,2.7613583,3.1340859,0.67829973,0.76990402,-0.055014930999999996
5.0,0.0001,0.929,d    ,1,2,2.0243762e-17,2.0243762e-17,0.0,4.9726752e-18,0.0,0.0
5.0,0.0001,0.929,he3  ,2,3,2.5430295e-06,2.5430295e-06,0.0,6.246694999999999e-07,0.0,0.0
5.0,0.0001,0.929,he4  ,2,4,0.34445924,1.2807363,0.93627709,0.31459993,0.23000120000000002,0.13602854
5.0,0.0001,0.929,li7  ,3,7,-6.8074355e-09,7.8654611e-10,7.5939814e-09,1.9320708999999999e-10,1.8655e-09,-0.98477221
5.0,0.0001,0.929,be7  ,4,7,2.6496727e-09,2.6496727e-09,0.0,6.508653099999999e-10,0.0,0.0
5.0,0.0001,0.929,b8   ,5,8,4.4947475999999994e-20,4.4947475999999994e-20,0.0,1.1040893e-20,0.0,0.0
5.0,0.0001,0.929,c12  ,6,12,0.0027257099,0.0027874236,6.171369e-05,0.00068470242,1.5160279e-05,1.6547947
5.0,0.0001,0.929,c13  ,6,13,0.00040511595,0.00040585867999999993,7.427323100000001e-07,9.9695077e-05,1.8245595e-07,2.7375157000000003
5.0,0.0001,0.929,c14  ,6,14,6.3582286e-09,6.3582286e-09,0.0,1.5618346e-09,0.0,0.0
5.0,0.0001,0.929,n13  ,7,13,3.7122817999999996e-37,3.7122817999999996e-37,0.0,9.118844899999999e-38,0.0,0.0
5.0,0.0001,0.929,n14  ,7,14,0.024028284,0.02405077,2.2485998e-05,0.0059078285,5.523798799999999e-06,3.0291901
5.0,0.0001,0.929,n15  ,7,15,6.0350453e-07,6.923063399999999e-07,8.8801812e-08,1.7005806e-07,2.1814614e-08,0.8918497
5.0,0.0001,0.929,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,o16  ,8,16,0.00041407992999999995,0.00060937594,0.000195296,0.00014968704,4.7975448999999995e-05,0.49416518
5.0,0.0001,0.929,o17  ,8,17,1.4675993e-06,1.5467192e-06,7.911989299999999e-08,3.7993592999999995e-07,1.94362e-08,1.291099
5.0,0.0001,0.929,o18  ,8,18,-4.3868189000000003e-07,2.3900835e-09,4.4107199000000004e-07,5.8709981e-10,1.0835156e-07,-2.2661233
5.0,0.0001,0.929,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,f18  ,9,18,2.6854757e-30,2.6854757e-30,0.0,6.596599699999999e-31,0.0,0.0
5.0,0.0001,0.929,f19  ,9,19,9.612637800000002e-08,1.0437248e-07,8.2460971e-09,2.5638042999999998e-08,2.0256954e-09,1.1023108
5.0,0.0001,0.929,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,ne20 ,10,20,1.8814626000000002e-05,5.1780127e-05,3.2965501e-05,1.2719264e-05,8.0981417e-06,0.19607662
5.0,0.0001,0.929,ne21 ,10,21,1.4720624e-07,2.3123059e-07,8.402435699999998e-08,5.6799454000000004e-08,2.0641006999999995e-08,0.43961328
5.0,0.0001,0.929,ne22 ,10,22,0.00041884053,0.00042149163,2.6511092999999998e-06,0.00010353515,6.512583499999999e-07,2.2013345
5.0,0.0001,0.929,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,na22 ,11,22,1.2324258e-10,1.2324258e-10,0.0,3.0273294e-11,0.0,0.0
5.0,0.0001,0.929,na23 ,11,23,1.0310479e-05,1.0990402999999999e-05,6.7992443e-07,2.6996812999999997e-06,1.6702687e-07,1.2085261
5.0,0.0001,0.929,na24 ,11,24,-1.0447586e-30,-1.0447586e-30,0.0,-2.5663436999999997e-31,0.0,0.0
5.0,0.0001,0.929,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,mg24 ,12,24,-3.3669171e-06,7.117595e-06,1.0484512e-05,1.7483652e-06,2.5755735e-06,-0.16824178
5.0,0.0001,0.929,mg25 ,12,25,5.5440778e-05,5.6818684e-05,1.3779047e-06,1.3956935000000001e-05,3.3848925999999997e-07,1.6152451
5.0,0.0001,0.929,mg26 ,12,26,0.00016223021999999999,0.00016381074,1.5805090000000002e-06,4.023845e-05,3.8825999e-07,2.0155187
5.0,0.0001,0.929,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,al-6 ,13,26,1.7227026000000002e-06,1.7227026000000002e-06,0.0,4.2316446999999995e-07,0.0,0.0
5.0,0.0001,0.929,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,al27 ,13,27,5.0633685e-06,6.2457339e-06,1.1823653e-06,1.5342014e-06,2.9045401e-07,0.72280496
5.0,0.0001,0.929,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,si28 ,14,28,3.5437961e-06,1.6846014e-05,1.3302218e-05,4.1380531e-06,3.2677567e-06,0.10254633
5.0,0.0001,0.929,si29 ,14,29,5.7547936e-07,1.2733457e-06,6.9786631e-07,3.1278449e-07,1.7143438e-07,0.26114732
5.0,0.0001,0.929,si30 ,14,30,9.7486554e-07,1.4540094e-06,4.7914386e-07,3.5716271999999997e-07,1.1770411e-07,0.48207449999999996
5.0,0.0001,0.929,si31 ,14,31,-4.2169476e-38,-4.2169476e-38,0.0,-1.0358504999999999e-38,0.0,0.0
5.0,0.0001,0.929,si32 ,14,32,3.5148624e-11,3.5148624e-11,0.0,8.6339035e-12,0.0,0.0
5.0,0.0001,0.929,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,p31  ,15,31,3.4379531e-07,5.0992321e-07,1.6612792000000002e-07,1.2525749e-07,4.0810161e-08,0.48703539
5.0,0.0001,0.929,p32  ,15,32,8.9727911e-15,8.9727911e-15,0.0,2.2040754e-15,0.0,0.0
5.0,0.0001,0.929,p33  ,15,33,7.0215314e-19,7.0215314e-19,0.0,1.7247681e-19,0.0,0.0
5.0,0.0001,0.929,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,s32  ,16,32,-5.326182900000001e-08,8.010119900000001e-06,8.063381799999999e-06,1.9676049e-06,1.9808103e-06,-0.0029049879
5.0,0.0001,0.929,s33  ,16,33,1.7522409999999998e-09,6.7389195e-08,6.5636954e-08,1.6553473e-08,1.612405e-08,0.011415028999999998
5.0,0.0001,0.929,s34  ,16,34,1.2382316e-08,3.8182752e-06,3.8058929e-06,9.379206700000001e-07,9.3493685e-07,0.0013838313
5.0,0.0001,0.929,s35  ,16,35,7.7661815e-09,7.7661815e-09,0.0,1.9076840000000002e-09,0.0,0.0
5.0,0.0001,0.929,fe54 ,26,54,-3.418404e-08,1.4186168e-06,1.4528008e-06,3.4846886e-07,3.5688784999999994e-07,-0.010367794
5.0,0.0001,0.929,fe55 ,26,55,2.1548519e-09,2.1548519e-09,0.0,5.2931759e-10,0.0,0.0
5.0,0.0001,0.929,fe56 ,26,56,-4.964495e-07,2.3324555999999997e-05,2.3821005e-05,5.729441e-06,5.8517503e-06,-0.009173535699999999
5.0,0.0001,0.929,fe57 ,26,57,1.4931061e-09,5.8326003e-07,5.817669300000001e-07,1.4327193e-07,1.4291398e-07,0.0010864200999999999
5.0,0.0001,0.929,fe58 ,26,58,6.2568404e-08,1.379035e-07,7.5335095e-08,3.3874599e-08,1.8506446e-08,0.26255113
5.0,0.0001,0.929,fe59 ,26,59,1.5928793e-21,1.5928793e-21,0.0,3.9127471e-22,0.0,0.0
5.0,0.0001,0.929,fe60 ,26,60,1.3397410999999998e-07,1.3397410999999998e-07,0.0,3.2909387e-08,0.0,0.0
5.0,0.0001,0.929,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0001,0.929,co59 ,27,59,2.6686671000000004e-08,9.5112647e-08,6.8425976e-08,2.3363459999999997e-08,1.6809187e-08,0.14299048
5.0,0.0001,0.929,co60 ,27,60,2.8629188e-13,2.8629188e-13,0.0,7.0324707e-14,0.0,0.0
5.0,0.0001,0.929,co61 ,27,61,-3.6812111e-42,-3.6812111e-42,0.0,-9.0383751e-43,0.0,0.0
5.0,0.0001,0.929,ni58 ,28,58,-2.3015558999999997e-08,9.844076200000002e-07,1.0074232e-06,2.4180977e-07,2.474786e-07,-0.010063789
5.0,0.0001,0.929,ni59 ,28,59,3.4470045e-11,3.4470045e-11,0.0,8.4672182e-12,0.0,0.0
5.0,0.0001,0.929,ni60 ,28,60,9.6159738e-09,4.0860434000000007e-07,3.9898836e-07,1.0036953000000001e-07,9.801350099999998e-08,0.010315954
5.0,0.0001,0.929,ni61 ,28,61,4.1594893e-07,4.3346026e-07,1.7511313e-08,1.0647513e-07,4.3017425e-09,1.3936038
5.0,0.0001,0.929,ni62 ,28,62,-5.6543325e-08,2.4338847e-11,5.6567664000000006e-08,5.9785918e-12,1.3896131999999998e-08,-3.3662951
5.5,0.0001,0.966,g    ,0,1,1.0277352000000001e-07,1.0507469000000001e-07,2.301171e-09,2.3174832999999997e-08,5.075676e-10,1.6595228
5.5,0.0001,0.966,n    ,0,1,4.223707e-39,4.223707e-39,0.0,9.315636e-40,0.0,0.0
5.5,0.0001,0.966,p    ,1,1,-0.45277739,3.0377544999999997,3.4905318999999997,0.66999441,0.76990402,-0.060365405
5.5,0.0001,0.966,d    ,1,2,2.2078767e-17,2.2078767e-17,0.0,4.8696003e-18,0.0,0.0
5.5,0.0001,0.966,he3  ,2,3,1.5837645e-06,1.5837645e-06,0.0,3.4930846e-07,0.0,0.0
5.5,0.0001,0.966,he4  ,2,4,0.42072427,1.4634861000000001,1.0427618,0.32278034,0.23000120000000002,0.147177
5.5,0.0001,0.966,li7  ,3,7,-8.131388e-09,3.2627198e-10,8.4576603e-09,7.196118e-11,1.8655e-09,-1.413697
5.5,0.0001,0.966,be7  ,4,7,1.0060092e-09,1.0060092e-09,1.5876607e-23,2.2188117000000003e-10,3.5018912e-24,0.0
5.5,0.0001,0.966,b8   ,5,8,2.5814806e-37,2.5814806e-37,0.0,5.693605099999999e-38,0.0,0.0
5.5,0.0001,0.966,c12  ,6,12,0.0025048002,0.0025735328,6.8732508e-05,0.00056760758,1.5160279e-05,1.5733409999999999
5.5,0.0001,0.966,c13  ,6,13,0.00040464574999999996,0.00040547297,8.2720476e-07,8.9429413e-05,1.8245595e-07,2.6903224
5.5,0.0001,0.966,c14  ,6,14,1.3674384e-09,1.3674384e-09,3.4816357e-29,3.0159647e-10,7.6794185e-30,0.0
5.5,0.0001,0.966,n13  ,7,13,-6.9130952999999995e-25,7.835922e-37,6.9130952999999995e-25,1.7282581e-37,1.5248164e-25,0.0
5.5,0.0001,0.966,n14  ,7,14,0.027936304,0.027961347,2.5043375e-05,0.0061670373999999995,5.523798799999999e-06,3.0478387000000002
5.5,0.0001,0.966,n15  ,7,15,8.503011500000001e-07,9.492025600000001e-07,9.8901424e-08,2.0935214e-07,2.1814614e-08,0.98212987
5.5,0.0001,0.966,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,o15  ,8,15,-2.0580701e-29,0.0,2.0580701e-29,0.0,4.5394702999999996e-30,0.0
5.5,0.0001,0.966,o16  ,8,16,0.00037203367999999996,0.0005895411,0.00021750742000000003,0.00013002672,4.7975448999999995e-05,0.43301356
5.5,0.0001,0.966,o17  ,8,17,1.9464485e-06,2.0345668999999998e-06,8.811835499999999e-08,4.4873553e-07,1.94362e-08,1.3633791000000002
5.5,0.0001,0.966,o18  ,8,18,-4.8915552e-07,2.0804762e-09,4.9123599e-07,4.5886112000000003e-10,1.0835156e-07,-2.3731539
5.5,0.0001,0.966,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,f17  ,9,17,-2.003892e-31,0.0,2.003892e-31,0.0,4.419969499999999e-32,0.0
5.5,0.0001,0.966,f18  ,9,18,-2.45016e-31,-2.3953385e-31,5.4821611e-33,-5.283057799999999e-32,1.2091962e-33,0.0
5.5,0.0001,0.966,f19  ,9,19,6.0769459e-08,6.9953401e-08,9.1839425e-09,1.5428629e-08,2.0256954e-09,0.88175321
5.5,0.0001,0.966,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,ne20 ,10,20,2.1390682000000002e-05,5.8105416e-05,3.6714733e-05,1.2815487e-05,8.0981417e-06,0.19934973
5.5,0.0001,0.966,ne21 ,10,21,1.7150677e-07,2.6508738e-07,9.358061700000001e-08,5.8466561e-08,2.0641006999999995e-08,0.45217669
5.5,0.0001,0.966,ne22 ,10,22,0.00043593075999999995,0.00043888337999999994,2.9526252e-06,9.679827799999999e-05,6.512583499999999e-07,2.1721144
5.5,0.0001,0.966,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,na22 ,11,22,3.8058084e-10,3.8058084e-10,4.4855424000000005e-28,8.3939314e-11,9.893727199999999e-29,0.0
5.5,0.0001,0.966,na23 ,11,23,1.0809308e-05,1.1566562e-05,7.5725364e-07,2.5510724e-06,1.6702687e-07,1.1839365
5.5,0.0001,0.966,na24 ,11,24,-2.1728045e-29,-2.1727964e-29,8.101143199999998e-35,-4.7922286999999996e-30,1.7868632999999997e-35,0.0
5.5,0.0001,0.966,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,mg24 ,12,24,-7.287145799999999e-06,4.3897912e-06,1.1676937000000001e-05,9.6819394e-07,2.5755735e-06,-0.42491159
5.5,0.0001,0.966,mg25 ,12,25,8.0560072e-05,8.2094688e-05,1.5346167e-06,1.8106461e-05,3.3848925999999997e-07,1.7282886999999998
5.5,0.0001,0.966,mg26 ,12,26,0.00025288927,0.00025464952,1.7602633e-06,5.616443e-05,3.8825999e-07,2.1603386
5.5,0.0001,0.966,mg27 ,12,27,9.410840199999998e-41,9.410840199999998e-41,0.0,2.0756032999999998e-41,0.0,0.0
5.5,0.0001,0.966,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,al-6 ,13,26,3.4137667999999997e-06,3.4137667999999997e-06,0.0,7.529260999999999e-07,0.0,0.0
5.5,0.0001,0.966,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,al27 ,13,27,1.0595855e-05,1.1912693e-05,1.3168381000000002e-06,2.6274138e-06,2.9045401e-07,0.95645112
5.5,0.0001,0.966,al28 ,13,28,5.046287399999999e-39,5.046287399999999e-39,0.0,1.1129882999999999e-39,0.0,0.0
5.5,0.0001,0.966,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,si28 ,14,28,5.865737e-06,2.0680842e-05,1.4815105e-05,4.5612795999999995e-06,3.2677567e-06,0.14483699
5.5,0.0001,0.966,si29 ,14,29,9.4250117e-07,1.7197373000000002e-06,7.772360999999999e-07,3.7929803e-07,1.7143438e-07,0.34488270000000004
5.5,0.0001,0.966,si30 ,14,30,1.7270181000000002e-06,2.2606559e-06,5.336378900000001e-07,4.986007999999999e-07,1.1770411e-07,0.62696135
5.5,0.0001,0.966,si31 ,14,31,-1.8650724999999999e-35,5.4909107e-37,1.9199816e-35,1.2110522e-37,4.2348891999999996e-36,0.0
5.5,0.0001,0.966,si32 ,14,32,1.467392e-10,1.467392e-10,0.0,3.2364184000000003e-11,0.0,0.0
5.5,0.0001,0.966,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,p31  ,15,31,6.2207238e-07,8.0709435e-07,1.8502198999999996e-07,1.7800933999999998e-07,4.0810161e-08,0.63967448
5.5,0.0001,0.966,p32  ,15,32,3.7459707e-14,3.7459707e-14,0.0,8.261955999999999e-15,0.0,0.0
5.5,0.0001,0.966,p33  ,15,33,1.4244665e-18,1.4244665e-18,3.6844988999999996e-36,3.1417436e-19,8.126871899999998e-37,0.0
5.5,0.0001,0.966,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,s32  ,16,32,-2.8957402e-08,8.9514888e-06,8.980446199999999e-06,1.9743029e-06,1.9808103e-06,-0.0014291056
5.5,0.0001,0.966,s33  ,16,33,3.9327617e-09,7.7034734e-08,7.3101972e-08,1.6990457e-08,1.612405e-08,0.022730922
5.5,0.0001,0.966,s34  ,16,34,2.8658177999999998e-08,4.2674033e-06,4.2387450999999995e-06,9.412005400000001e-07,9.3493685e-07,0.0028998798
5.5,0.0001,0.966,s35  ,16,35,1.0792722999999999e-08,1.0792722999999999e-08,1.0724474999999999e-30,2.3803977e-09,2.3654896e-31,0.0
5.5,0.0001,0.966,fe54 ,26,54,-4.025423600000001e-08,1.5777766e-06,1.6180309e-06,3.4798778999999996e-07,3.5688784999999994e-07,-0.010967763
5.5,0.0001,0.966,fe55 ,26,55,3.5913277e-09,3.5913277e-09,2.8901877e-29,7.9208817e-10,6.3748657e-30,0.0
5.5,0.0001,0.966,fe56 ,26,56,-5.773345e-07,2.5952882e-05,2.6530217e-05,5.724059099999999e-06,5.8517503e-06,-0.0095816748
5.5,0.0001,0.966,fe57 ,26,57,2.2794210999999997e-11,6.4795523e-07,6.4793244e-07,1.4291028e-07,1.4291398e-07,-1.1234656e-05
5.5,0.0001,0.966,fe58 ,26,58,5.5405848999999995e-08,1.3930895000000002e-07,8.3903103e-08,3.0725399e-08,1.8506446e-08,0.22017451
5.5,0.0001,0.966,fe59 ,26,59,4.6095597e-21,4.6095597e-21,2.4726674999999997e-34,1.0166652e-21,5.4539442e-35,0.0
5.5,0.0001,0.966,fe60 ,26,60,1.4612360999999998e-07,1.4612360999999998e-07,0.0,3.222841e-08,0.0,0.0
5.5,0.0001,0.966,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,co59 ,27,59,2.3859805e-08,1.0006800999999999e-07,7.620820200000001e-08,2.2070579999999998e-08,1.6809187e-08,0.11826704
5.5,0.0001,0.966,co60 ,27,60,6.1618495e-13,6.1618495e-13,0.0,1.3590317e-13,0.0,0.0
5.5,0.0001,0.966,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0001,0.966,ni58 ,28,58,-2.6581688e-08,1.0954177e-06,1.1219993999999997e-06,2.4160073e-07,2.474786e-07,-0.010439408
5.5,0.0001,0.966,ni59 ,28,59,2.2304334e-11,2.2304334e-11,1.5198859999999998e-30,4.9193501e-12,3.3524013e-31,0.0
5.5,0.0001,0.966,ni60 ,28,60,6.8727672e-09,4.5123889e-07,4.4436611999999996e-07,9.9523355e-08,9.801350099999998e-08,0.0066391188
5.5,0.0001,0.966,ni61 ,28,61,4.5987883000000006e-07,5.4136683e-07,8.148798299999999e-08,1.1940159e-07,1.7973743000000003e-08,0.8223716
5.5,0.0001,0.966,ni62 ,28,62,2.3544342e-13,2.3544971e-13,6.3001186e-18,5.1929801e-14,1.3896126000000002e-18,4.5725231
6.0,0.0001,1.008,g    ,0,1,1.4003326e-07,1.414481e-07,1.4148294e-09,2.8334956e-08,2.8343647e-10,1.9998668000000002
6.0,0.0001,1.008,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0001,1.008,p    ,1,1,-0.55592942,3.2871989999999998,3.8431284,0.6584934,0.76990402,-0.06788516
6.0,0.0001,1.008,d    ,1,2,2.2722812e-17,2.2722812e-17,0.0,4.551845e-18,0.0,0.0
6.0,0.0001,1.008,he3  ,2,3,1.0875112e-06,1.0875112e-06,0.0,2.1785080999999998e-07,0.0,0.0
6.0,0.0001,1.008,he4  ,2,4,0.51818371,1.6662803,1.1480966000000001,0.33379012,0.23000120000000002,0.1617434
6.0,0.0001,1.008,li7  ,3,7,-9.1835517e-09,1.2846063e-10,9.3120125e-09,2.5733299e-11,1.8655e-09,-1.8602998
6.0,0.0001,1.008,be7  ,4,7,4.0447928e-10,4.0447928e-10,0.0,8.1025499e-11,0.0,0.0
6.0,0.0001,1.008,b8   ,5,8,1.4503662e-19,1.4503662e-19,0.0,2.9053811e-20,0.0,0.0
6.0,0.0001,1.008,c12  ,6,12,0.0018584759,0.0019341514000000002,7.567554000000001e-05,0.00038745019,1.5160279e-05,1.4075087
6.0,0.0001,1.008,c13  ,6,13,0.00038740278,0.00038831355,9.1076498e-07,7.7787168e-05,1.8245595e-07,2.62975
6.0,0.0001,1.008,c14  ,6,14,8.4908491e-10,8.4908491e-10,0.0,1.7008912e-10,0.0,0.0
6.0,0.0001,1.008,n13  ,7,13,-3.8979919e-41,-3.8979919e-41,0.0,-7.808035e-42,0.0,0.0
6.0,0.0001,1.008,n14  ,7,14,0.03385504,0.033882614,2.7573135e-05,0.0067873825,5.523798799999999e-06,3.0894644
6.0,0.0001,1.008,n15  ,7,15,2.1706705e-06,2.2795625e-06,1.0889196999999999e-07,4.5664314000000005e-07,2.1814614e-08,1.3208294
6.0,0.0001,1.008,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0001,1.008,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
