# From file: input/yields/lims/k10/['Z0.0001.dat', 'Z0.008.dat', 'Z0.004.dat', 'Z0.02.dat']
mass_ini,Z_ini,mass_fin,elemSymb,elemZ,elemA,Yield,Mi_windloss,Mi_ini,Xi_avg,Xi_ini,ProdFact
1.25,0.004,0.642,ne21 ,10,21,1.2282839999999999e-08,5.1432198e-07,5.0203914e-07,8.459243199999998e-07,8.258076599999999e-07,0.010452587
1.25,0.004,0.642,ne22 ,10,22,2.1588439e-06,1.799902e-05,1.5840176e-05,2.9603652e-05,2.6055615e-05,0.055443965
1.25,0.004,0.642,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,na22 ,11,22,4.120076399999999e-28,4.120076399999999e-28,0.0,6.7764418e-28,0.0,0.0
1.25,0.004,0.642,na23 ,11,23,3.8766348e-07,4.4501603e-06,4.0624968e-06,7.3193428e-06,6.682428599999999e-06,0.03953775
1.25,0.004,0.642,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,mg24 ,12,24,-2.4301698e-09,6.2641739e-05,6.264416900000001e-05,0.00010302917999999999,0.00010304382,-6.1742423e-05
1.25,0.004,0.642,mg25 ,12,25,-3.0934642999999994e-08,8.2019424e-06,8.232876999999999e-06,1.3490036999999999e-05,1.3542315e-05,-0.001679775
1.25,0.004,0.642,mg26 ,12,26,1.2410965e-08,9.455831800000001e-06,9.443420800000001e-06,1.5552356e-05,1.5533549e-05,0.0005254778099999999
1.25,0.004,0.642,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,al-6 ,13,26,1.5725663e-08,1.5725663e-08,0.0,2.5864577999999998e-08,0.0,0.0
1.25,0.004,0.642,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,al27 ,13,27,3.399554799999999e-08,7.0985388e-06,7.064543300000001e-06,1.1675228999999999e-05,1.1620516e-05,0.0020399857
1.25,0.004,0.642,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,si28 ,14,28,9.313225699999999e-10,7.9480677e-05,7.947974500000001e-05,0.0001307248,0.00013073678,-3.9788556e-05
1.25,0.004,0.642,si29 ,14,29,5.4569681999999996e-11,4.1697531e-06,4.1696985e-06,6.8581467e-06,6.858766000000001e-06,-3.9219012e-05
1.25,0.004,0.642,si30 ,14,30,6.3232619e-10,2.8634806e-06,2.8628483e-06,4.7096723e-06,4.7091189e-06,5.1044131e-05
1.25,0.004,0.642,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,si32 ,14,32,2.1108675e-19,2.1108675e-19,0.0,3.4718215e-19,0.0,0.0
1.25,0.004,0.642,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,p31  ,15,31,1.0027179e-10,9.9270198e-07,9.9260171e-07,1.6327335e-06,1.6327374e-06,-1.0354401e-06
1.25,0.004,0.642,p32  ,15,32,5.3886413e-23,5.3886413e-23,0.0,8.862897099999999e-23,0.0,0.0
1.25,0.004,0.642,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,s32  ,16,32,-5.7843863e-10,4.8177513e-05,4.8178092e-05,7.9239333e-05,7.9248472e-05,-5.0092240000000004e-05
1.25,0.004,0.642,s33  ,16,33,1.8505375e-10,3.9236087e-07,3.9217582e-07,6.4533043e-07,6.4509271e-07,0.00015999758
1.25,0.004,0.642,s34  ,16,34,-2.3646862e-11,2.27399e-05,2.2739923e-05,3.7401151e-05,3.7405054e-05,-4.5328698999999996e-05
1.25,0.004,0.642,s35  ,16,35,2.3020729e-11,2.3020729e-11,0.0,3.7863043e-11,0.0,0.0
1.25,0.004,0.642,fe54 ,26,54,-1.6061676e-09,8.6787686e-06,8.680374800000001e-06,1.4274291e-05,1.4278407e-05,-0.00012522848999999998
1.25,0.004,0.642,fe55 ,26,55,1.1622537e-09,1.1622537e-09,0.0,1.9116015e-09,0.0,0.0
1.25,0.004,0.642,fe56 ,26,56,-5.7771103e-09,0.00014232293,0.00014232870000000002,0.00023408377000000001,0.00023411744999999999,-6.2493222e-05
1.25,0.004,0.642,fe57 ,26,57,4.8917173e-09,3.4809052000000002e-06,3.4760135e-06,5.7251732e-06,5.7177185e-06,0.0005658608900000001
1.25,0.004,0.642,fe58 ,26,58,1.8778508e-09,4.5199931e-07,4.5012146e-07,7.4341995e-07,7.404079300000001e-07,0.0017631335999999998
1.25,0.004,0.642,fe59 ,26,59,1.1617881e-38,1.1617881e-38,0.0,1.9108358e-38,0.0,0.0
1.25,0.004,0.642,fe60 ,26,60,1.964094e-13,1.964094e-13,0.0,3.230418e-13,0.0,0.0
1.25,0.004,0.642,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,co59 ,27,59,7.6667561e-10,4.0960671000000006e-07,4.0884004e-07,6.736953000000001e-07,6.725038e-07,0.0007687537599999998
1.25,0.004,0.642,co60 ,27,60,6.9022297e-19,6.9022297e-19,0.0,1.1352352e-18,0.0,0.0
1.25,0.004,0.642,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.25,0.004,0.642,ni58 ,28,58,-1.0304575e-09,6.0182465e-06,6.019277e-06,9.898431900000001e-06,9.9011504e-06,-0.00011924714
1.25,0.004,0.642,ni59 ,28,59,8.8151722e-11,8.8151722e-11,0.0,1.4498638e-10,0.0,0.0
1.25,0.004,0.642,ni60 ,28,60,-6.093614499999999e-11,2.3838645e-06,2.3839254e-06,3.9208297999999995e-06,3.9213351e-06,-5.5969074e-05
1.25,0.004,0.642,ni61 ,28,61,1.920441e-07,2.9667285e-07,1.0462875999999999e-07,4.879488e-07,1.7210458e-07,0.45258182
1.25,0.004,0.642,ni62 ,28,62,-1.9477316000000002e-07,1.4321434e-07,3.379875e-07,2.355499e-07,5.5595797e-07,-0.37295905
1.5,0.004,0.628,g    ,0,1,5.3155773e-09,1.5202989e-08,9.8874118e-09,1.7434621e-08,1.1339757e-08,0.18680878
1.5,0.004,0.628,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,p    ,1,1,-0.021642625,0.63104135,0.65268397,0.72367132,0.7485556,-0.014682703
1.5,0.004,0.628,d    ,1,2,4.2420506e-18,4.2420506e-18,0.0,4.8647369e-18,0.0,0.0
1.5,0.004,0.628,he3  ,2,3,0.00028161402,0.00028161402,0.0,0.00032295188,0.0,0.0
1.5,0.004,0.628,he4  ,2,4,0.019421741,0.23535514,0.21593339999999997,0.26990268,0.24765149,0.037366234
1.5,0.004,0.628,li7  ,3,7,-9.7388253e-10,6.5269262e-10,1.6265751e-09,7.4850071e-10,1.8655e-09,-0.39660305
1.5,0.004,0.628,be7  ,4,7,2.3072432e-13,2.3072432e-13,0.0,2.6459211e-13,0.0,0.0
1.5,0.004,0.628,b8   ,5,8,3.0942816e-26,3.0942816e-26,0.0,3.5484882999999996e-26,0.0,0.0
1.5,0.004,0.628,c12  ,6,12,0.0016609355999999999,0.0021897876,0.00052885193,0.0025112242000000003,0.00060653407,0.61703026
1.5,0.004,0.628,c13  ,6,13,1.0045870999999999e-05,1.6410672999999998e-05,6.3648026e-06,1.8819579e-05,7.2997177e-06,0.41130385
1.5,0.004,0.628,c14  ,6,14,1.6194172e-10,1.6194172e-10,0.0,1.8571298999999998e-10,0.0,0.0
1.5,0.004,0.628,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,n14  ,7,14,0.00020413633,0.00039682881,0.00019269247,0.00045507892999999995,0.00022099674,0.31370085
1.5,0.004,0.628,n15  ,7,15,-3.782082e-07,3.8277392e-07,7.6098212e-07,4.3896094e-07,8.7276146e-07,-0.29846966
1.5,0.004,0.628,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,o16  ,8,16,2.8044335e-05,0.0017016223000000002,0.0016735779000000002,0.0019514017000000002,0.0019194069000000001,0.0071795965000000005
1.5,0.004,0.628,o17  ,8,17,1.8020391999999998e-06,2.4800527e-06,6.780134599999999e-07,2.8440972999999995e-06,7.776056300000001e-07,0.5631851
1.5,0.004,0.628,o18  ,8,18,-8.9322862e-07,2.8865127e-06,3.7797413e-06,3.310221e-06,4.334941e-06,-0.11712619
1.5,0.004,0.628,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,f19  ,9,19,4.7447081e-08,1.1811154e-07,7.0664463e-08,1.3544903e-07,8.104424900000001e-08,0.22305369
1.5,0.004,0.628,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,ne20 ,10,20,-3.9671431e-07,0.00028209927,0.00028249598,0.00032350833999999996,0.00032399135,-0.00064794294
1.5,0.004,0.628,ne21 ,10,21,2.0809296000000003e-08,7.408512500000001e-07,7.200419499999999e-07,8.496000999999999e-07,8.258076599999999e-07,0.01233564
1.5,0.004,0.628,ne22 ,10,22,3.4220342e-05,5.6938872e-05,2.2718528000000003e-05,6.5296874e-05,2.6055615e-05,0.39899108
1.5,0.004,0.628,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,na22 ,11,22,1.3199292999999998e-31,1.3199292999999998e-31,0.0,1.5136804e-31,0.0,0.0
1.5,0.004,0.628,na23 ,11,23,1.4209431e-06,7.2475168e-06,5.8265737e-06,8.311372800000001e-06,6.682428599999999e-06,0.09473841599999999
1.5,0.004,0.628,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,mg24 ,12,24,4.0039595000000006e-08,8.988647499999999e-05,8.9846435e-05,0.00010308082,0.00010304382,0.00015590909
1.5,0.004,0.628,mg25 ,12,25,-7.0191163e-08,1.1737686000000001e-05,1.1807877000000001e-05,1.3460649e-05,1.3542315e-05,-0.0026269157
1.5,0.004,0.628,mg26 ,12,26,1.1207703000000001e-08,1.3555289e-05,1.3544081000000001e-05,1.5545056e-05,1.5533549e-05,0.00032159174
1.5,0.004,0.628,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,al-6 ,13,26,3.0101255e-08,3.0101255e-08,0.0,3.451979e-08,0.0,0.0
1.5,0.004,0.628,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,al27 ,13,27,1.8429545999999997e-07,1.0316507999999999e-05,1.0132211999999999e-05,1.1830857000000001e-05,1.1620516e-05,0.0077908039000000005
1.5,0.004,0.628,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,si28 ,14,28,4.8967195e-09,0.0001139975,0.0001139926,0.00013073107,0.00013073678,-1.8948943999999998e-05
1.5,0.004,0.628,si29 ,14,29,1.4019861e-09,5.981728000000001e-06,5.980326e-06,6.859780099999999e-06,6.858766000000001e-06,6.4192456e-05
1.5,0.004,0.628,si30 ,14,30,6.5019776e-09,4.1124986e-06,4.1059966000000005e-06,4.7161684e-06,4.7091189e-06,0.0006496658299999999
1.5,0.004,0.628,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,si32 ,14,32,2.9939939e-18,2.9939939e-18,0.0,3.4334792999999994e-18,0.0,0.0
1.5,0.004,0.628,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,p31  ,15,31,9.999894199999999e-10,1.4246236999999999e-06,1.4236238e-06,1.6337428e-06,1.6327374e-06,0.00026737154
1.5,0.004,0.628,p32  ,15,32,7.643093299999999e-22,7.643093299999999e-22,0.0,8.765015599999999e-22,0.0,0.0
1.5,0.004,0.628,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,s32  ,16,32,-7.1013346e-09,6.9091584e-05,6.9098685e-05,7.9233469e-05,7.9248472e-05,-8.222161700000001e-05
1.5,0.004,0.628,s33  ,16,33,2.268564e-09,5.6474073e-07,5.624721700000001e-07,6.4763844e-07,6.4509271e-07,0.0017104853
1.5,0.004,0.628,s34  ,16,34,2.5465852e-11,3.2614407e-05,3.2614382e-05,3.7401845e-05,3.7405054e-05,-3.725151e-05
1.5,0.004,0.628,s35  ,16,35,2.7643898e-10,2.7643898e-10,0.0,3.1701719e-10,0.0,0.0
1.5,0.004,0.628,fe54 ,26,54,-1.9954314e-08,1.2429738e-05,1.2449693e-05,1.4254287999999999e-05,1.4278407e-05,-0.0007342546
1.5,0.004,0.628,fe55 ,26,55,1.4504399999999999e-08,1.4504399999999999e-08,0.0,1.6633487e-08,0.0,0.0
1.5,0.004,0.628,fe56 ,26,56,-7.4345735e-08,0.00020405841,0.00020413275,0.00023401194,0.00023411744999999999,-0.00019576792000000002
1.5,0.004,0.628,fe57 ,26,57,5.8963905999999994e-08,5.0443828e-06,4.9854189e-06,5.7848429e-06,5.7177185e-06,0.0050688051000000005
1.5,0.004,0.628,fe58 ,26,58,2.1849587e-08,6.6742939e-07,6.455798e-07,7.654006700000001e-07,7.404079300000001e-07,0.0144178
1.5,0.004,0.628,fe59 ,26,59,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,fe60 ,26,60,2.9213374e-12,2.9213374e-12,0.0,3.3501576e-12,0.0,0.0
1.5,0.004,0.628,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,co59 ,27,59,9.0306571e-09,5.954032099999999e-07,5.863725500000001e-07,6.8280184e-07,6.725038e-07,0.0065999595
1.5,0.004,0.628,co60 ,27,60,1.0266203e-17,1.0266203e-17,0.0,1.1773169e-17,0.0,0.0
1.5,0.004,0.628,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.004,0.628,ni58 ,28,58,-1.2839337e-08,8.6202162e-06,8.6330556e-06,9.885568900000001e-06,9.9011504e-06,-0.0006839797099999999
1.5,0.004,0.628,ni59 ,28,59,1.3355754e-09,1.3355754e-09,0.0,1.5316233e-09,0.0,0.0
1.5,0.004,0.628,ni60 ,28,60,-7.6556717e-10,3.4183427e-06,3.4191082e-06,3.9201177e-06,3.9213351e-06,-0.00013483506
1.5,0.004,0.628,ni61 ,28,61,3.2604743e-07,4.7610962e-07,1.5006218999999999e-07,5.459973000000001e-07,1.7210458e-07,0.50139809
1.5,0.004,0.628,ni62 ,28,62,-3.2635577000000003e-07,1.5839757000000002e-07,4.8475334e-07,1.8164859e-07,5.5595797e-07,-0.48580992
1.75,0.004,0.63,g    ,0,1,7.4164586e-09,2.0115988999999996e-08,1.269953e-08,1.7960705e-08,1.1339757e-08,0.19971965
1.75,0.004,0.63,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,p    ,1,1,-0.038014054,0.80030239,0.83831644,0.71455568,0.7485556,-0.020187991000000002
1.75,0.004,0.63,d    ,1,2,5.6916238e-18,5.6916238e-18,0.0,5.0818068e-18,0.0,0.0
1.75,0.004,0.63,he3  ,2,3,0.00031890874,0.00031890874,0.0,0.00028473994,0.0,0.0
1.75,0.004,0.63,he4  ,2,4,0.031801283,0.30914918,0.27734789,0.27602604,0.24765149,0.047109122999999996
1.75,0.004,0.63,li7  ,3,7,-1.3314427e-09,7.577530299999999e-10,2.0891957e-09,6.7656519e-10,1.8655e-09,-0.4404856
1.75,0.004,0.63,be7  ,4,7,1.9294275e-13,1.9294275e-13,0.0,1.7227031e-13,0.0,0.0
1.75,0.004,0.63,b8   ,5,8,1.5353798e-25,1.5353798e-25,0.0,1.3708748e-25,0.0,0.0
1.75,0.004,0.63,c12  ,6,12,0.0053177425,0.0059970072,0.00067926478,0.0053544706,0.00060653407,0.94586134
1.75,0.004,0.63,c13  ,6,13,1.0715717e-05,1.8890758e-05,8.1750413e-06,1.6866748e-05,7.2997177e-06,0.3637253
1.75,0.004,0.63,c14  ,6,14,6.5167727e-10,6.5167727e-10,0.0,5.8185468e-10,0.0,0.0
1.75,0.004,0.63,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,n14  ,7,14,0.00030641517,0.0005539120799999999,0.00024749691000000004,0.0004945643599999999,0.00022099674,0.34983698
1.75,0.004,0.63,n15  ,7,15,-5.1338583e-07,4.6403017e-07,9.7741599e-07,4.1431264e-07,8.7276146e-07,-0.32356739
1.75,0.004,0.63,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,o16  ,8,16,0.00010571303,0.00225528,0.0021495670000000002,0.0020136428,0.0019194069000000001,0.020815373999999998
1.75,0.004,0.63,o17  ,8,17,7.3161832e-06,8.187033e-06,8.708499300000002e-07,7.3098507999999995e-06,7.776056300000001e-07,0.97314912
1.75,0.004,0.63,o18  ,8,18,-1.4503576e-06,3.4043946e-06,4.854752200000001e-06,3.0396382e-06,4.334941e-06,-0.15416129999999997
1.75,0.004,0.63,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,f19  ,9,19,2.4051542e-07,3.3127784999999997e-07,9.0762427e-08,2.9578379e-07,8.104424900000001e-08,0.56225216
1.75,0.004,0.63,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,ne20 ,10,20,-6.3297921e-07,0.00036220881,0.00036284178999999996,0.00032340072,0.00032399135,-0.00079244492
1.75,0.004,0.63,ne21 ,10,21,3.9668862000000005e-08,9.645008299999999e-07,9.248319700000001e-07,8.611614200000001e-07,8.258076599999999e-07,0.018205669
1.75,0.004,0.63,ne22 ,10,22,0.00014286062,0.00017204061000000002,2.9179996999999997e-05,0.00015360768999999998,2.6055615e-05,0.77051163
1.75,0.004,0.63,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,na22 ,11,22,9.806043199999999e-29,9.806043199999999e-29,0.0,8.7553955e-29,0.0,0.0
1.75,0.004,0.63,na23 ,11,23,3.9221663000000005e-06,1.1405898e-05,7.4837321e-06,1.0183838e-05,6.682428599999999e-06,0.18297714
1.75,0.004,0.63,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,mg24 ,12,24,9.133509599999998e-08,0.00011549135000000001,0.00011540001,0.00010311726999999999,0.00010304382,0.00030943414
1.75,0.004,0.63,mg25 ,12,25,7.128619500000001e-08,1.5237489000000001e-05,1.5166203e-05,1.36049e-05,1.3542315e-05,0.0020024192
1.75,0.004,0.63,mg26 ,12,26,2.1130109e-07,1.7607508e-05,1.7396207e-05,1.5720989e-05,1.5533549e-05,0.0052091451
1.75,0.004,0.63,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,al-6 ,13,26,4.65329e-08,4.65329e-08,0.0,4.1547231e-08,0.0,0.0
1.75,0.004,0.63,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,al27 ,13,27,4.6284185e-07,1.3476796e-05,1.3013954e-05,1.2032853e-05,1.1620516e-05,0.015143226000000001
1.75,0.004,0.63,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,si28 ,14,28,1.0753865e-08,0.00014642446,0.00014641370000000002,0.00013073611999999998,0.00013073678,-2.174427e-06
1.75,0.004,0.63,si29 ,14,29,8.7075023e-09,7.689922299999999e-06,7.6812148e-06,6.866002e-06,6.858766000000001e-06,0.00045794012999999996
1.75,0.004,0.63,si30 ,14,30,2.7071565e-08,5.300870300000001e-06,5.2737987e-06,4.732919900000001e-06,4.7091189e-06,0.0021894982
1.75,0.004,0.63,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,si32 ,14,32,3.4089847e-17,3.4089847e-17,0.0,3.0437365e-17,0.0,0.0
1.75,0.004,0.63,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,p31  ,15,31,3.6611709e-09,1.8321834e-06,1.8285223e-06,1.6358781000000003e-06,1.6327374e-06,0.00083458959
1.75,0.004,0.63,p32  ,15,32,8.7024877e-21,8.7024877e-21,0.0,7.770078300000001e-21,0.0,0.0
1.75,0.004,0.63,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,s32  ,16,32,-3.0006048999999997e-08,8.872130999999999e-05,8.8751316e-05,7.9215453e-05,7.9248472e-05,-0.00018098063000000002
1.75,0.004,0.63,s33  ,16,33,8.714494e-09,7.311615500000001e-07,7.224470600000001e-07,6.5282279e-07,6.4509271e-07,0.0051731816
1.75,0.004,0.63,s34  ,16,34,2.5465852e-11,4.1890397999999996e-05,4.1890373e-05,3.740214e-05,3.7405054e-05,-3.383428e-05
1.75,0.004,0.63,s35  ,16,35,1.1628641e-09,1.1628641e-09,0.0,1.0382716e-09,0.0,0.0
1.75,0.004,0.63,fe54 ,26,54,-7.5817297e-08,1.5914742e-05,1.5990559e-05,1.4209591e-05,1.4278407e-05,-0.0020981738
1.75,0.004,0.63,fe55 ,26,55,4.9991719e-08,4.9991719e-08,0.0,4.4635463e-08,0.0,0.0
1.75,0.004,0.63,fe56 ,26,56,-3.1135278e-07,0.00026187961,0.00026219097,0.00023382107999999997,0.00023411744999999999,-0.00055014039
1.75,0.004,0.63,fe57 ,26,57,2.3614210999999997e-07,6.6394837e-06,6.4033416e-06,5.9281106e-06,5.7177185e-06,0.015693501000000002
1.75,0.004,0.63,fe58 ,26,58,1.0306569999999999e-07,9.322574200000001e-07,8.291917200000001e-07,8.3237268e-07,7.404079300000001e-07,0.05084675599999999
1.75,0.004,0.63,fe59 ,26,59,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,fe60 ,26,60,4.0928851000000003e-11,4.0928851000000003e-11,0.0,3.6543615000000003e-11,0.0,0.0
1.75,0.004,0.63,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,co59 ,27,59,3.4493894e-08,7.8763901e-07,7.531451199999999e-07,7.032491e-07,6.725038e-07,0.019414417
1.75,0.004,0.63,co60 ,27,60,1.4383285e-16,1.4383285e-16,0.0,1.2842219e-16,0.0,0.0
1.75,0.004,0.63,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.004,0.63,ni58 ,28,58,-5.052333999999999e-08,1.1037893999999998e-05,1.1088418e-05,9.855262800000001e-06,9.9011504e-06,-0.0020174421
1.75,0.004,0.63,ni59 ,28,59,4.7314943e-09,4.7314943e-09,0.0,4.2245483e-09,0.0,0.0
1.75,0.004,0.63,ni60 ,28,60,-1.0504663999999999e-10,4.391445599999999e-06,4.391550599999999e-06,3.9209335e-06,3.9213351e-06,-4.4474375e-05
1.75,0.004,0.63,ni61 ,28,61,4.5825720000000004e-07,6.509992e-07,1.9274198999999998e-07,5.8124925e-07,1.7210458e-07,0.52857
1.75,0.004,0.63,ni62 ,28,62,-4.4465378e-07,1.7797021000000002e-07,6.2262399e-07,1.5890197e-07,5.5595797e-07,-0.54391265
1.9,0.004,0.64,g    ,0,1,9.1044612e-09,2.3391472000000002e-08,1.4287011000000001e-08,1.8564661e-08,1.1339757e-08,0.2140833
1.9,0.004,0.64,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,p    ,1,1,-0.049096823,0.89401174,0.94310856,0.70953315,0.7485556,-0.023251379
1.9,0.004,0.64,d    ,1,2,6.7059408e-18,6.7059408e-18,0.0,5.322175200000001e-18,0.0,0.0
1.9,0.004,0.64,he3  ,2,3,0.00031514408,0.00031514408,0.0,0.00025011436000000004,0.0,0.0
1.9,0.004,0.64,he4  ,2,4,0.039404601000000004,0.35142183,0.31201723,0.27890623,0.24765149,0.051617257
1.9,0.004,0.64,li7  ,3,7,-1.6120941e-09,7.3825757e-10,2.3503517e-09,5.859187e-10,1.8655e-09,-0.50295794
1.9,0.004,0.64,be7  ,4,7,1.9018553e-13,1.9018553e-13,0.0,1.5094089e-13,0.0,0.0
1.9,0.004,0.64,b8   ,5,8,2.8116472999999996e-26,2.8116472999999996e-26,0.0,2.2314661e-26,0.0,0.0
1.9,0.004,0.64,c12  ,6,12,0.0085472632,0.0093114385,0.00076417497,0.0073900306999999995,0.00060653407,1.0857911
1.9,0.004,0.64,c13  ,6,13,1.1378780999999998e-05,2.0575728e-05,9.1969468e-06,1.6329943000000002e-05,7.2997177e-06,0.34967864
1.9,0.004,0.64,c14  ,6,14,2.5412146e-09,2.5412146e-09,0.0,2.0168369e-09,0.0,0.0
1.9,0.004,0.64,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,n14  ,7,14,0.00035789254,0.00063632731,0.00027843477000000005,0.00050502166,0.00022099674,0.35892415
1.9,0.004,0.64,n15  ,7,15,-5.9841182e-07,5.0118422e-07,1.099596e-06,3.9776526000000006e-07,8.7276146e-07,-0.34126872
1.9,0.004,0.64,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
