isotope,a,z,yield,mass,metallicity,irv
V51,51,23,1.3533e-05,13.0,0.0134,0.0
Cr50,50,24,4.6059e-05,13.0,0.0134,0.0
Cr52,52,24,0.0007953,13.0,0.0134,0.0
Cr53,53,24,9.2031e-05,13.0,0.0134,0.0
Cr54,54,24,6.1585e-06,13.0,0.0134,0.0
Mn55,55,25,0.00050318,13.0,0.0134,0.0
Fe54,54,26,0.0037854,13.0,0.0134,0.0
Fe56,56,26,0.083304,13.0,0.0134,0.0
Fe57,57,26,0.0031538,13.0,0.0134,0.0
Fe58,58,26,0.00012234,13.0,0.0134,0.0
Co59,59,27,0.00025705,13.0,0.0134,0.0
Ni58,58,28,0.0053656,13.0,0.0134,0.0
Ni60,60,28,0.0016371,13.0,0.0134,0.0
Ni61,61,28,0.0001013,13.0,0.0134,0.0
Ni62,62,28,0.00071513,13.0,0.0134,0.0
Ni64,64,28,1.9682e-05,13.0,0.0134,0.0
Cu63,63,29,1.7461e-05,13.0,0.0134,0.0
Cu65,65,29,8.8304e-06,13.0,0.0134,0.0
Zn64,64,30,1.783e-05,13.0,0.0134,0.0
Zn66,66,30,2.2987e-05,13.0,0.0134,0.0
Zn67,67,30,1.4856e-06,13.0,0.0134,0.0
Zn68,68,30,7.173e-06,13.0,0.0134,0.0
Zn70,70,30,2.1686e-07,13.0,0.0134,0.0
Ga69,69,31,1.0224e-06,13.0,0.0134,0.0
Ga71,71,31,6.4801e-07,13.0,0.0134,0.0
Ge70,70,32,1.3585e-06,13.0,0.0134,0.0
Ge72,72,32,1.4408e-06,13.0,0.0134,0.0
Ge73,73,32,3.3122e-07,13.0,0.0134,0.0
Ge74,74,32,1.5657e-06,13.0,0.0134,0.0
Ge76,76,32,2.4039e-07,13.0,0.0134,0.0
As75,75,33,2.7682e-07,13.0,0.0134,0.0
Se74,74,34,5.5823e-08,13.0,0.0134,0.0
Se76,76,34,3.0971e-07,13.0,0.0134,0.0
Se77,77,34,1.7789e-07,13.0,0.0134,0.0
Se78,78,34,5.2474e-07,13.0,0.0134,0.0
Se80,80,34,8.5639e-07,13.0,0.0134,0.0
Se82,82,34,1.4439e-07,13.0,0.0134,0.0
Br79,79,35,1.5021e-07,13.0,0.0134,0.0
Br81,81,35,1.5418e-07,13.0,0.0134,0.0
Kr78,78,36,6.1962e-09,13.0,0.0134,0.0
Kr80,80,36,4.94e-08,13.0,0.0134,0.0
Kr82,82,36,1.9127e-07,13.0,0.0134,0.0
Kr83,83,36,1.6124e-07,13.0,0.0134,0.0
Kr84,84,36,7.6587e-07,13.0,0.0134,0.0
Kr86,86,36,2.7335e-07,13.0,0.0134,0.0
Rb85,85,37,1.9589e-07,13.0,0.0134,0.0
Rb87,87,37,1.1017e-07,13.0,0.0134,0.0
Sr84,84,38,6.41e-09,13.0,0.0134,0.0
Sr86,86,38,7.9241e-08,13.0,0.0134,0.0
Sr87,87,38,4.4712e-08,13.0,0.0134,0.0
Sr88,88,38,5.5425e-07,13.0,0.0134,0.0
Y89,89,39,1.3848e-07,13.0,0.0134,0.0
Zr90,90,40,1.6069e-07,13.0,0.0134,0.0
Zr91,91,40,3.5178e-08,13.0,0.0134,0.0
Zr92,92,40,5.3397e-08,13.0,0.0134,0.0
Zr94,94,40,5.2903e-08,13.0,0.0134,0.0
Zr96,96,40,8.4885e-10,13.0,0.0134,0.0
Nb93,93,41,2.2395e-08,13.0,0.0134,0.0
Mo92,92,42,9.1864e-09,13.0,0.0134,0.0
Mo94,94,42,6.7296e-09,13.0,0.0134,0.0
Mo95,95,42,9.7616e-09,13.0,0.0134,0.0
Mo96,96,42,1.8565e-08,13.0,0.0134,0.0
Mo97,97,42,5.9177e-09,13.0,0.0134,0.0
Mo98,98,42,1.5171e-08,13.0,0.0134,0.0
Xe32,132,54,5.0101e-08,13.0,0.0134,0.0
Xe34,134,54,1.8783e-08,13.0,0.0134,0.0
Cs33,133,55,1.2768e-08,13.0,0.0134,0.0
Ba34,134,56,5.2017e-09,13.0,0.0134,0.0
Ba35,135,56,1.0734e-08,13.0,0.0134,0.0
Ba36,136,56,1.4685e-08,13.0,0.0134,0.0
Ba37,137,56,1.9531e-08,13.0,0.0134,0.0
Ba38,138,56,1.2817e-07,13.0,0.0134,0.0
La38,138,57,1.3213e-11,13.0,0.0134,0.0
La39,139,57,1.491e-08,13.0,0.0134,0.0
Ce40,140,58,3.9431e-08,13.0,0.0134,0.0
Pr41,141,59,6.1245e-09,13.0,0.0134,0.0
Nd42,142,60,9.0343e-09,13.0,0.0134,0.0
Nd43,143,60,3.5693e-09,13.0,0.0134,0.0
Nd44,144,60,7.4315e-09,13.0,0.0134,0.0
Hg02,202,80,7.4977e-09,13.0,0.0134,0.0
Hg04,204,80,1.6896e-09,13.0,0.0134,0.0
Tl03,203,81,3.9553e-09,13.0,0.0134,0.0
Tl05,205,81,9.4519e-09,13.0,0.0134,0.0
Pb04,204,82,2.1338e-09,13.0,0.0134,0.0
Pb06,206,82,1.8254e-08,13.0,0.0134,0.0
Pb07,207,82,2e-08,13.0,0.0134,0.0
Pb08,208,82,5.7401e-08,13.0,0.0134,0.0
Bi09,209,83,7.6645e-09,13.0,0.0134,0.0
H,1,1,6.8845,15.0,0.0134,0.0
H2,2,1,3.6682e-06,15.0,0.0134,0.0
He3,3,2,0.00039439,15.0,0.0134,0.0
He4,4,2,5.1226,15.0,0.0134,0.0
Li6,6,3,7.4266e-11,15.0,0.0134,0.0
Li7,7,3,1.0549e-09,15.0,0.0134,0.0
Be9,9,4,2.6008e-11,15.0,0.0134,0.0
B10,10,5,2.8155e-10,15.0,0.0134,0.0
B11,11,5,8.9875e-09,15.0,0.0134,0.0
C12,12,6,0.22096,15.0,0.0134,0.0
C13,13,6,0.00077869,15.0,0.0134,0.0
N14,14,7,0.036631,15.0,0.0134,0.0
N15,15,7,7.5037e-06,15.0,0.0134,0.0
O16,16,8,0.58234,15.0,0.0134,0.0
O17,17,8,5.5608e-05,15.0,0.0134,0.0
O18,18,8,0.0033348,15.0,0.0134,0.0
F19,19,9,4.0664e-06,15.0,0.0134,0.0
Ne20,20,10,0.1293,15.0,0.0134,0.0
Ne21,21,10,0.00015323,15.0,0.0134,0.0
Ne22,22,10,0.0119,15.0,0.0134,0.0
Na23,23,11,0.0024432,15.0,0.0134,0.0
Mg24,24,12,0.038831,15.0,0.0134,0.0
Mg25,25,12,0.0041404,15.0,0.0134,0.0
Mg26,26,12,0.0042161,15.0,0.0134,0.0
Al27,27,13,0.0044265,15.0,0.0134,0.0
Si28,28,14,0.10543,15.0,0.0134,0.0
Si29,29,14,0.002487,15.0,0.0134,0.0
Si30,30,14,0.0038749,15.0,0.0134,0.0
P31,31,15,0.00084826,15.0,0.0134,0.0
S32,32,16,0.040487,15.0,0.0134,0.0
S33,33,16,0.00039096,15.0,0.0134,0.0
S34,34,16,0.002976,15.0,0.0134,0.0
S36,36,16,1.8474e-06,15.0,0.0134,0.0
Cl35,35,17,0.00024554,15.0,0.0134,0.0
Cl37,37,17,6.0078e-05,15.0,0.0134,0.0
Ar36,36,18,0.0067737,15.0,0.0134,0.0
Ar38,38,18,0.0011825,15.0,0.0134,0.0
Ar40,40,18,5.0221e-07,15.0,0.0134,0.0
K39,39,19,0.00010608,15.0,0.0134,0.0
K40,40,19,6.0714e-07,15.0,0.0134,0.0
K41,41,19,1.0455e-05,15.0,0.0134,0.0
Ca40,40,20,0.0058013,15.0,0.0134,0.0
Ca42,42,20,3.8398e-05,15.0,0.0134,0.0
Ca43,43,20,2.881e-06,15.0,0.0134,0.0
Ca44,44,20,4.2508e-05,15.0,0.0134,0.0
Ca46,46,20,1.0613e-07,15.0,0.0134,0.0
Ca48,48,20,1.8428e-06,15.0,0.0134,0.0
Sc45,45,21,1.6599e-06,15.0,0.0134,0.0
