#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa
1.5811e-01   1.2722e+09   1.1788e+09   9.3493e+07   1.1788e+00   8.1173e+00   9.9401e-01   9.2658e-01   7.3417e-02   2.8424e+08   4.6626e+05  
1.5911e-01   1.2803e+09   1.1858e+09   9.4672e+07   1.1858e+00   8.1162e+00   9.9405e-01   9.2613e-01   7.3872e-02   2.8604e+08   4.7810e+05  
1.6011e-01   1.2885e+09   1.1927e+09   9.5858e+07   1.1927e+00   8.1150e+00   9.9410e-01   9.2567e-01   7.4326e-02   2.8785e+08   4.8514e+05  
1.6111e-01   1.2966e+09   1.1996e+09   9.7050e+07   1.1996e+00   8.1139e+00   9.9414e-01   9.2522e-01   7.4780e-02   2.8965e+08   4.9731e+05  
1.6211e-01   1.3047e+09   1.2065e+09   9.8250e+07   1.2065e+00   8.1127e+00   9.9418e-01   9.2477e-01   7.5234e-02   2.9145e+08   5.0455e+05  
1.6311e-01   1.3128e+09   1.2134e+09   9.9457e+07   1.2134e+00   8.1115e+00   9.9422e-01   9.2431e-01   7.5688e-02   2.9325e+08   5.1178e+05  
1.6411e-01   1.3209e+09   1.2203e+09   1.0067e+08   1.2203e+00   8.1104e+00   9.9426e-01   9.2386e-01   7.6142e-02   2.9505e+08   5.1900e+05  
1.6511e-01   1.3290e+09   1.2272e+09   1.0189e+08   1.2272e+00   8.1092e+00   9.9430e-01   9.2341e-01   7.6595e-02   2.9684e+08   5.2621e+05  
1.6611e-01   1.3371e+09   1.2341e+09   1.0312e+08   1.2341e+00   8.1081e+00   9.9434e-01   9.2295e-01   7.7048e-02   2.9864e+08   5.3910e+05  
1.6711e-01   1.3452e+09   1.2410e+09   1.0435e+08   1.2410e+00   8.1069e+00   9.9437e-01   9.2250e-01   7.7500e-02   3.0043e+08   5.4668e+05  
1.6811e-01   1.3533e+09   1.2478e+09   1.0559e+08   1.2478e+00   8.1057e+00   9.9441e-01   9.2205e-01   7.7952e-02   3.0222e+08   5.5425e+05  
1.6911e-01   1.3614e+09   1.2547e+09   1.0684e+08   1.2547e+00   8.1046e+00   9.9445e-01   9.2160e-01   7.8405e-02   3.0400e+08   5.6182e+05  
1.7011e-01   1.3695e+09   1.2615e+09   1.0810e+08   1.2615e+00   8.1034e+00   9.9449e-01   9.2114e-01   7.8856e-02   3.0579e+08   5.6937e+05  
1.7111e-01   1.3776e+09   1.2684e+09   1.0936e+08   1.2684e+00   8.1023e+00   9.9452e-01   9.2069e-01   7.9308e-02   3.0757e+08   5.7692e+05  
1.7211e-01   1.3857e+09   1.2752e+09   1.1063e+08   1.2752e+00   8.1011e+00   9.9456e-01   9.2024e-01   7.9759e-02   3.0935e+08   5.9081e+05  
1.7311e-01   1.3939e+09   1.2820e+09   1.1190e+08   1.2820e+00   8.1000e+00   9.9460e-01   9.1979e-01   8.0210e-02   3.1113e+08   5.9875e+05  
1.7411e-01   1.4019e+09   1.2889e+09   1.1318e+08   1.2889e+00   8.0988e+00   9.9463e-01   9.1934e-01   8.0661e-02   3.1290e+08   6.0669e+05  
1.7511e-01   1.4100e+09   1.2957e+09   1.1447e+08   1.2957e+00   8.0976e+00   9.9467e-01   9.1889e-01   8.1111e-02   3.1468e+08   6.1462e+05  
1.7611e-01   1.4181e+09   1.3025e+09   1.1577e+08   1.3025e+00   8.0965e+00   9.9470e-01   9.1844e-01   8.1561e-02   3.1645e+08   6.2254e+05  
1.7711e-01   1.4262e+09   1.3093e+09   1.1707e+08   1.3093e+00   8.0953e+00   9.9473e-01   9.1799e-01   8.2011e-02   3.1822e+08   6.3045e+05  
1.7811e-01   1.4343e+09   1.3161e+09   1.1838e+08   1.3161e+00   8.0942e+00   9.9477e-01   9.1754e-01   8.2461e-02   3.1999e+08   6.4535e+05  
1.7911e-01   1.4424e+09   1.3228e+09   1.1969e+08   1.3228e+00   8.0930e+00   9.9480e-01   9.1709e-01   8.2910e-02   3.2175e+08   6.5366e+05  
1.8011e-01   1.4505e+09   1.3296e+09   1.2102e+08   1.3296e+00   8.0919e+00   9.9484e-01   9.1664e-01   8.3359e-02   3.2352e+08   6.6197e+05  
1.8111e-01   1.4586e+09   1.3364e+09   1.2235e+08   1.3364e+00   8.0907e+00   9.9487e-01   9.1619e-01   8.3808e-02   3.2528e+08   6.7026e+05  
1.8211e-01   1.4667e+09   1.3431e+09   1.2368e+08   1.3431e+00   8.0896e+00   9.9490e-01   9.1574e-01   8.4256e-02   3.2704e+08   6.7855e+05  
1.8311e-01   1.4748e+09   1.3499e+09   1.2503e+08   1.3499e+00   8.0884e+00   9.9493e-01   9.1530e-01   8.4704e-02   3.2879e+08   6.8682e+05  
1.8411e-01   1.4829e+09   1.3566e+09   1.2638e+08   1.3566e+00   8.0872e+00   9.9496e-01   9.1485e-01   8.5152e-02   3.3055e+08   7.0279e+05  
1.8511e-01   1.4910e+09   1.3633e+09   1.2773e+08   1.3633e+00   8.0861e+00   9.9500e-01   9.1440e-01   8.5600e-02   3.3230e+08   7.1147e+05  
1.8611e-01   1.4991e+09   1.3701e+09   1.2910e+08   1.3701e+00   8.0849e+00   9.9503e-01   9.1395e-01   8.6047e-02   3.3405e+08   7.2014e+05  
1.8711e-01   1.5071e+09   1.3768e+09   1.3047e+08   1.3768e+00   8.0838e+00   9.9506e-01   9.1351e-01   8.6494e-02   3.3580e+08   7.2880e+05  
1.8811e-01   1.5152e+09   1.3835e+09   1.3184e+08   1.3835e+00   8.0826e+00   9.9509e-01   9.1306e-01   8.6941e-02   3.3755e+08   7.3745e+05  
1.8911e-01   1.5233e+09   1.3902e+09   1.3323e+08   1.3902e+00   8.0815e+00   9.9512e-01   9.1261e-01   8.7388e-02   3.3930e+08   7.4609e+05  
1.9011e-01   1.5314e+09   1.3969e+09   1.3462e+08   1.3969e+00   8.0803e+00   9.9515e-01   9.1217e-01   8.7834e-02   3.4104e+08   7.6318e+05  
1.9111e-01   1.5395e+09   1.4036e+09   1.3601e+08   1.4036e+00   8.0792e+00   9.9518e-01   9.1172e-01   8.8280e-02   3.4278e+08   7.7223e+05  
1.9211e-01   1.5475e+09   1.4102e+09   1.3742e+08   1.4102e+00   8.0780e+00   9.9521e-01   9.1127e-01   8.8726e-02   3.4452e+08   7.8127e+05  
1.9311e-01   1.5556e+09   1.4169e+09   1.3883e+08   1.4169e+00   8.0769e+00   9.9524e-01   9.1083e-01   8.9171e-02   3.4626e+08   7.9030e+05  
1.9411e-01   1.5637e+09   1.4236e+09   1.4024e+08   1.4236e+00   8.0757e+00   9.9527e-01   9.1038e-01   8.9616e-02   3.4799e+08   7.9931e+05  
1.9511e-01   1.5718e+09   1.4302e+09   1.4167e+08   1.4302e+00   8.0745e+00   9.9529e-01   9.0994e-01   9.0061e-02   3.4972e+08   8.1715e+05  
1.9611e-01   1.5798e+09   1.4369e+09   1.4310e+08   1.4369e+00   8.0734e+00   9.9532e-01   9.0949e-01   9.0506e-02   3.5145e+08   8.2658e+05  
1.9711e-01   1.5879e+09   1.4435e+09   1.4454e+08   1.4435e+00   8.0722e+00   9.9535e-01   9.0905e-01   9.0950e-02   3.5318e+08   8.3600e+05  
1.9811e-01   1.5960e+09   1.4501e+09   1.4598e+08   1.4501e+00   8.0711e+00   9.9538e-01   9.0861e-01   9.1395e-02   3.5491e+08   8.4541e+05  
1.9911e-01   1.6041e+09   1.4567e+09   1.4743e+08   1.4567e+00   8.0699e+00   9.9541e-01   9.0816e-01   9.1838e-02   3.5664e+08   8.5481e+05  
2.0011e-01   1.6121e+09   1.4634e+09   1.4889e+08   1.4634e+00   8.0688e+00   9.9543e-01   9.0772e-01   9.2282e-02   3.5836e+08   8.6420e+05  
2.0111e-01   1.6202e+09   1.4700e+09   1.5035e+08   1.4700e+00   8.0676e+00   9.9546e-01   9.0727e-01   9.2725e-02   3.6008e+08   8.8326e+05  
2.0211e-01   1.6283e+09   1.4766e+09   1.5182e+08   1.4766e+00   8.0665e+00   9.9549e-01   9.0683e-01   9.3168e-02   3.6180e+08   8.9307e+05  
2.0311e-01   1.6363e+09   1.4832e+09   1.5330e+08   1.4832e+00   8.0653e+00   9.9551e-01   9.0639e-01   9.3611e-02   3.6351e+08   9.0286e+05  
2.0411e-01   1.6444e+09   1.4897e+09   1.5478e+08   1.4897e+00   8.0642e+00   9.9554e-01   9.0595e-01   9.4054e-02   3.6523e+08   9.1264e+05  
2.0511e-01   1.6525e+09   1.4963e+09   1.5627e+08   1.4963e+00   8.0630e+00   9.9556e-01   9.0550e-01   9.4496e-02   3.6694e+08   9.2241e+05  
2.0611e-01   1.6605e+09   1.5029e+09   1.5776e+08   1.5029e+00   8.0619e+00   9.9559e-01   9.0506e-01   9.4938e-02   3.6865e+08   9.4233e+05  
2.0711e-01   1.6686e+09   1.5094e+09   1.5927e+08   1.5094e+00   8.0607e+00   9.9562e-01   9.0462e-01   9.5379e-02   3.7036e+08   9.5252e+05  
2.0811e-01   1.6766e+09   1.5160e+09   1.6078e+08   1.5160e+00   8.0596e+00   9.9564e-01   9.0418e-01   9.5821e-02   3.7207e+08   9.6269e+05  
2.0911e-01   1.6847e+09   1.5225e+09   1.6229e+08   1.5225e+00   8.0584e+00   9.9567e-01   9.0374e-01   9.6262e-02   3.7377e+08   9.7286e+05  
2.1011e-01   1.6928e+09   1.5291e+09   1.6382e+08   1.5291e+00   8.0573e+00   9.9569e-01   9.0330e-01   9.6703e-02   3.7547e+08   9.8301e+05  
2.1111e-01   1.7008e+09   1.5356e+09   1.6534e+08   1.5356e+00   8.0561e+00   9.9572e-01   9.0286e-01   9.7143e-02   3.7718e+08   9.9316e+05  
2.1211e-01   1.7089e+09   1.5421e+09   1.6688e+08   1.5421e+00   8.0550e+00   9.9574e-01   9.0242e-01   9.7584e-02   3.7887e+08   1.0144e+06  
2.1311e-01   1.7169e+09   1.5486e+09   1.6842e+08   1.5486e+00   8.0538e+00   9.9576e-01   9.0198e-01   9.8024e-02   3.8057e+08   1.0250e+06  
2.1411e-01   1.7250e+09   1.5551e+09   1.6997e+08   1.5551e+00   8.0527e+00   9.9579e-01   9.0154e-01   9.8464e-02   3.8227e+08   1.0355e+06  
2.1511e-01   1.7330e+09   1.5616e+09   1.7153e+08   1.5616e+00   8.0515e+00   9.9581e-01   9.0110e-01   9.8903e-02   3.8396e+08   1.0461e+06  
2.1611e-01   1.7411e+09   1.5681e+09   1.7309e+08   1.5681e+00   8.0504e+00   9.9584e-01   9.0066e-01   9.9342e-02   3.8565e+08   1.0566e+06  
2.1711e-01   1.7491e+09   1.5746e+09   1.7466e+08   1.5746e+00   8.0492e+00   9.9586e-01   9.0022e-01   9.9781e-02   3.8734e+08   1.0788e+06  
2.1811e-01   1.7572e+09   1.5811e+09   1.7623e+08   1.5811e+00   8.0481e+00   9.9588e-01   8.9978e-01   1.0022e-01   3.8902e+08   1.0898e+06  
2.1911e-01   1.7652e+09   1.5875e+09   1.7781e+08   1.5875e+00   8.0469e+00   9.9591e-01   8.9934e-01   1.0066e-01   3.9071e+08   1.1007e+06  
2.2011e-01   1.7733e+09   1.5940e+09   1.7940e+08   1.5940e+00   8.0458e+00   9.9593e-01   8.9890e-01   1.0110e-01   3.9239e+08   1.1116e+06  
2.2111e-01   1.7813e+09   1.6005e+09   1.8099e+08   1.6005e+00   8.0446e+00   9.9595e-01   8.9847e-01   1.0153e-01   3.9407e+08   1.1225e+06  
2.2211e-01   1.7894e+09   1.6069e+09   1.8259e+08   1.6069e+00   8.0435e+00   9.9597e-01   8.9803e-01   1.0197e-01   3.9575e+08   1.1457e+06  
2.2311e-01   1.7974e+09   1.6133e+09   1.8420e+08   1.6133e+00   8.0423e+00   9.9600e-01   8.9759e-01   1.0241e-01   3.9743e+08   1.1571e+06  
2.2411e-01   1.8054e+09   1.6198e+09   1.8581e+08   1.6198e+00   8.0412e+00   9.9602e-01   8.9715e-01   1.0285e-01   3.9910e+08   1.1684e+06  
2.2511e-01   1.8135e+09   1.6262e+09   1.8743e+08   1.6262e+00   8.0400e+00   9.9604e-01   8.9672e-01   1.0328e-01   4.0078e+08   1.1797e+06  
2.2611e-01   1.8215e+09   1.6326e+09   1.8906e+08   1.6326e+00   8.0389e+00   9.9606e-01   8.9628e-01   1.0372e-01   4.0245e+08   1.1911e+06  
2.2711e-01   1.8296e+09   1.6390e+09   1.9069e+08   1.6390e+00   8.0377e+00   9.9608e-01   8.9584e-01   1.0416e-01   4.0412e+08   1.2024e+06  
2.2811e-01   1.8376e+09   1.6454e+09   1.9233e+08   1.6454e+00   8.0366e+00   9.9611e-01   8.9541e-01   1.0459e-01   4.0578e+08   1.2271e+06  
2.2911e-01   1.8456e+09   1.6518e+09   1.9398e+08   1.6518e+00   8.0354e+00   9.9613e-01   8.9497e-01   1.0503e-01   4.0745e+08   1.2388e+06  
2.3011e-01   1.8537e+09   1.6582e+09   1.9563e+08   1.6582e+00   8.0343e+00   9.9615e-01   8.9454e-01   1.0546e-01   4.0911e+08   1.2505e+06  
2.3111e-01   1.8617e+09   1.6646e+09   1.9729e+08   1.6646e+00   8.0331e+00   9.9617e-01   8.9410e-01   1.0590e-01   4.1077e+08   1.2622e+06  
2.3211e-01   1.8697e+09   1.6709e+09   1.9895e+08   1.6709e+00   8.0320e+00   9.9619e-01   8.9367e-01   1.0633e-01   4.1243e+08   1.2739e+06  
2.3311e-01   1.8778e+09   1.6773e+09   2.0062e+08   1.6773e+00   8.0308e+00   9.9621e-01   8.9323e-01   1.0677e-01   4.1409e+08   1.2997e+06  
2.3411e-01   1.8858e+09   1.6836e+09   2.0230e+08   1.6836e+00   8.0297e+00   9.9623e-01   8.9280e-01   1.0720e-01   4.1574e+08   1.3118e+06  
2.3511e-01   1.8938e+09   1.6900e+09   2.0398e+08   1.6900e+00   8.0285e+00   9.9625e-01   8.9236e-01   1.0764e-01   4.1740e+08   1.3239e+06  
2.3611e-01   1.9019e+09   1.6963e+09   2.0567e+08   1.6963e+00   8.0274e+00   9.9627e-01   8.9193e-01   1.0807e-01   4.1905e+08   1.3360e+06  
2.3711e-01   1.9099e+09   1.7027e+09   2.0737e+08   1.7027e+00   8.0262e+00   9.9629e-01   8.9149e-01   1.0851e-01   4.2070e+08   1.3481e+06  
2.3811e-01   1.9179e+09   1.7090e+09   2.0907e+08   1.7090e+00   8.0251e+00   9.9631e-01   8.9106e-01   1.0894e-01   4.2235e+08   1.3751e+06  
2.3911e-01   1.9259e+09   1.7153e+09   2.1078e+08   1.7153e+00   8.0239e+00   9.9633e-01   8.9063e-01   1.0937e-01   4.2399e+08   1.3876e+06  
2.4011e-01   1.9340e+09   1.7216e+09   2.1250e+08   1.7216e+00   8.0228e+00   9.9635e-01   8.9020e-01   1.0980e-01   4.2563e+08   1.4001e+06  
2.4111e-01   1.9420e+09   1.7279e+09   2.1422e+08   1.7279e+00   8.0217e+00   9.9637e-01   8.8976e-01   1.1024e-01   4.2728e+08   1.4126e+06  
2.4211e-01   1.9500e+09   1.7342e+09   2.1595e+08   1.7342e+00   8.0205e+00   9.9639e-01   8.8933e-01   1.1067e-01   4.2892e+08   1.4251e+06  
2.4311e-01   1.9580e+09   1.7405e+09   2.1768e+08   1.7405e+00   8.0194e+00   9.9641e-01   8.8890e-01   1.1110e-01   4.3055e+08   1.4533e+06  
2.4411e-01   1.9660e+09   1.7468e+09   2.1942e+08   1.7468e+00   8.0182e+00   9.9643e-01   8.8847e-01   1.1153e-01   4.3219e+08   1.4662e+06  
2.4511e-01   1.9741e+09   1.7530e+09   2.2117e+08   1.7530e+00   8.0171e+00   9.9645e-01   8.8803e-01   1.1197e-01   4.3382e+08   1.4791e+06  
2.4611e-01   1.9821e+09   1.7593e+09   2.2292e+08   1.7593e+00   8.0159e+00   9.9647e-01   8.8760e-01   1.1240e-01   4.3546e+08   1.4920e+06  
2.4711e-01   1.9901e+09   1.7656e+09   2.2468e+08   1.7656e+00   8.0148e+00   9.9649e-01   8.8717e-01   1.1283e-01   4.3709e+08   1.5049e+06  
2.4811e-01   1.9981e+09   1.7718e+09   2.2644e+08   1.7718e+00   8.0136e+00   9.9650e-01   8.8674e-01   1.1326e-01   4.3871e+08   1.5343e+06  
2.4911e-01   2.0061e+09   1.7780e+09   2.2822e+08   1.7780e+00   8.0125e+00   9.9652e-01   8.8631e-01   1.1369e-01   4.4034e+08   1.5476e+06  
2.5011e-01   2.0141e+09   1.7843e+09   2.2999e+08   1.7843e+00   8.0113e+00   9.9654e-01   8.8588e-01   1.1412e-01   4.4196e+08   1.5609e+06  
2.5111e-01   2.0221e+09   1.7905e+09   2.3178e+08   1.7905e+00   8.0102e+00   9.9656e-01   8.8545e-01   1.1455e-01   4.4359e+08   1.5742e+06  
2.5211e-01   2.0301e+09   1.7967e+09   2.3357e+08   1.7967e+00   8.0091e+00   9.9658e-01   8.8502e-01   1.1498e-01   4.4521e+08   1.5875e+06  
2.5311e-01   2.0382e+09   1.8029e+09   2.3537e+08   1.8029e+00   8.0079e+00   9.9660e-01   8.8459e-01   1.1541e-01   4.4683e+08   1.6183e+06  
2.5411e-01   2.0462e+09   1.8091e+09   2.3717e+08   1.8091e+00   8.0068e+00   9.9661e-01   8.8416e-01   1.1584e-01   4.4844e+08   1.6320e+06  
2.5511e-01   2.0542e+09   1.8153e+09   2.3898e+08   1.8153e+00   8.0056e+00   9.9663e-01   8.8373e-01   1.1627e-01   4.5006e+08   1.6457e+06  
2.5611e-01   2.0622e+09   1.8215e+09   2.4079e+08   1.8215e+00   8.0045e+00   9.9665e-01   8.8330e-01   1.1670e-01   4.5167e+08   1.6594e+06  
2.5711e-01   2.0702e+09   1.8277e+09   2.4262e+08   1.8277e+00   8.0033e+00   9.9667e-01   8.8288e-01   1.1712e-01   4.5328e+08   1.6731e+06  
2.5811e-01   2.0782e+09   1.8339e+09   2.4444e+08   1.8339e+00   8.0022e+00   9.9668e-01   8.8245e-01   1.1755e-01   4.5489e+08   1.7052e+06  
2.5911e-01   2.0862e+09   1.8401e+09   2.4628e+08   1.8401e+00   8.0011e+00   9.9670e-01   8.8202e-01   1.1798e-01   4.5650e+08   1.7194e+06  
2.6011e-01   2.0942e+09   1.8462e+09   2.4812e+08   1.8462e+00   7.9999e+00   9.9672e-01   8.8159e-01   1.1841e-01   4.5810e+08   1.7335e+06  
2.6111e-01   2.1022e+09   1.8524e+09   2.4996e+08   1.8524e+00   7.9988e+00   9.9674e-01   8.8117e-01   1.1883e-01   4.5970e+08   1.7476e+06  
2.6211e-01   2.1102e+09   1.8585e+09   2.5182e+08   1.8585e+00   7.9976e+00   9.9675e-01   8.8074e-01   1.1926e-01   4.6131e+08   1.7617e+06  
2.6311e-01   2.1182e+09   1.8647e+09   2.5367e+08   1.8647e+00   7.9965e+00   9.9677e-01   8.8031e-01   1.1969e-01   4.6291e+08   1.7952e+06  
2.6411e-01   2.1262e+09   1.8708e+09   2.5554e+08   1.8708e+00   7.9953e+00   9.9679e-01   8.7988e-01   1.2012e-01   4.6450e+08   1.8098e+06  
2.6511e-01   2.1342e+09   1.8769e+09   2.5741e+08   1.8769e+00   7.9942e+00   9.9680e-01   8.7946e-01   1.2054e-01   4.6610e+08   1.8243e+06  
2.6611e-01   2.1422e+09   1.8830e+09   2.5929e+08   1.8830e+00   7.9931e+00   9.9682e-01   8.7903e-01   1.2097e-01   4.6769e+08   1.8388e+06  
2.6711e-01   2.1502e+09   1.8891e+09   2.6117e+08   1.8891e+00   7.9919e+00   9.9684e-01   8.7861e-01   1.2139e-01   4.6928e+08   1.8533e+06  
2.6811e-01   2.1581e+09   1.8952e+09   2.6306e+08   1.8952e+00   7.9908e+00   9.9685e-01   8.7818e-01   1.2182e-01   4.7087e+08   1.8883e+06  
2.6911e-01   2.1661e+09   1.9013e+09   2.6495e+08   1.9013e+00   7.9896e+00   9.9687e-01   8.7776e-01   1.2224e-01   4.7246e+08   1.9033e+06  
2.7011e-01   2.1741e+09   1.9074e+09   2.6686e+08   1.9074e+00   7.9885e+00   9.9689e-01   8.7733e-01   1.2267e-01   4.7405e+08   1.9182e+06  
2.7111e-01   2.1821e+09   1.9135e+09   2.6876e+08   1.9135e+00   7.9874e+00   9.9690e-01   8.7691e-01   1.2309e-01   4.7563e+08   1.9332e+06  
2.7211e-01   2.1901e+09   1.9196e+09   2.7068e+08   1.9196e+00   7.9862e+00   9.9692e-01   8.7648e-01   1.2352e-01   4.7722e+08   1.9481e+06  
2.7311e-01   2.1981e+09   1.9256e+09   2.7260e+08   1.9256e+00   7.9851e+00   9.9693e-01   8.7606e-01   1.2394e-01   4.7880e+08   1.9846e+06  
2.7411e-01   2.2061e+09   1.9317e+09   2.7452e+08   1.9317e+00   7.9839e+00   9.9695e-01   8.7563e-01   1.2437e-01   4.8038e+08   2.0000e+06  
2.7511e-01   2.2141e+09   1.9378e+09   2.7645e+08   1.9378e+00   7.9828e+00   9.9697e-01   8.7521e-01   1.2479e-01   4.8195e+08   2.0154e+06  
2.7611e-01   2.2220e+09   1.9438e+09   2.7839e+08   1.9438e+00   7.9816e+00   9.9698e-01   8.7479e-01   1.2521e-01   4.8353e+08   2.0307e+06  
2.7711e-01   2.2300e+09   1.9498e+09   2.8033e+08   1.9498e+00   7.9805e+00   9.9700e-01   8.7436e-01   1.2564e-01   4.8510e+08   2.0683e+06  
2.7811e-01   2.2380e+09   1.9559e+09   2.8228e+08   1.9559e+00   7.9794e+00   9.9701e-01   8.7394e-01   1.2606e-01   4.8667e+08   2.0841e+06  
2.7911e-01   2.2460e+09   1.9619e+09   2.8424e+08   1.9619e+00   7.9782e+00   9.9703e-01   8.7352e-01   1.2648e-01   4.8824e+08   2.0999e+06  
2.8011e-01   2.2540e+09   1.9679e+09   2.8620e+08   1.9679e+00   7.9771e+00   9.9704e-01   8.7309e-01   1.2691e-01   4.8981e+08   2.1157e+06  
2.8111e-01   2.2619e+09   1.9739e+09   2.8817e+08   1.9739e+00   7.9759e+00   9.9706e-01   8.7267e-01   1.2733e-01   4.9137e+08   2.1315e+06  
2.8211e-01   2.2699e+09   1.9799e+09   2.9014e+08   1.9799e+00   7.9748e+00   9.9708e-01   8.7225e-01   1.2775e-01   4.9294e+08   2.1708e+06  
2.8311e-01   2.2779e+09   1.9859e+09   2.9212e+08   1.9859e+00   7.9737e+00   9.9709e-01   8.7183e-01   1.2817e-01   4.9450e+08   2.1870e+06  
2.8411e-01   2.2859e+09   1.9919e+09   2.9411e+08   1.9919e+00   7.9725e+00   9.9711e-01   8.7141e-01   1.2859e-01   4.9606e+08   2.2032e+06  
2.8511e-01   2.2938e+09   1.9979e+09   2.9610e+08   1.9979e+00   7.9714e+00   9.9712e-01   8.7099e-01   1.2901e-01   4.9762e+08   2.2194e+06  
2.8611e-01   2.3018e+09   2.0039e+09   2.9810e+08   2.0039e+00   7.9703e+00   9.9714e-01   8.7056e-01   1.2944e-01   4.9917e+08   2.2356e+06  
2.8711e-01   2.3098e+09   2.0098e+09   3.0010e+08   2.0098e+00   7.9691e+00   9.9715e-01   8.7014e-01   1.2986e-01   5.0073e+08   2.2765e+06  
2.8811e-01   2.3177e+09   2.0158e+09   3.0211e+08   2.0158e+00   7.9680e+00   9.9717e-01   8.6972e-01   1.3028e-01   5.0228e+08   2.2932e+06  
2.8911e-01   2.3257e+09   2.0217e+09   3.0413e+08   2.0217e+00   7.9668e+00   9.9718e-01   8.6930e-01   1.3070e-01   5.0383e+08   2.3098e+06  
2.9011e-01   2.3337e+09   2.0277e+09   3.0615e+08   2.0277e+00   7.9657e+00   9.9720e-01   8.6888e-01   1.3112e-01   5.0538e+08   2.3265e+06  
2.9111e-01   2.3416e+09   2.0336e+09   3.0818e+08   2.0336e+00   7.9646e+00   9.9721e-01   8.6846e-01   1.3154e-01   5.0693e+08   2.3687e+06  
2.9211e-01   2.3496e+09   2.0396e+09   3.1021e+08   2.0396e+00   7.9634e+00   9.9722e-01   8.6804e-01   1.3196e-01   5.0847e+08   2.3858e+06  
2.9311e-01   2.3576e+09   2.0455e+09   3.1225e+08   2.0455e+00   7.9623e+00   9.9724e-01   8.6762e-01   1.3238e-01   5.1002e+08   2.4028e+06  
2.9411e-01   2.3655e+09   2.0514e+09   3.1430e+08   2.0514e+00   7.9612e+00   9.9725e-01   8.6721e-01   1.3279e-01   5.1156e+08   2.4199e+06  
2.9511e-01   2.3735e+09   2.0573e+09   3.1635e+08   2.0573e+00   7.9600e+00   9.9727e-01   8.6679e-01   1.3321e-01   5.1310e+08   2.4370e+06  
2.9611e-01   2.3814e+09   2.0632e+09   3.1841e+08   2.0632e+00   7.9589e+00   9.9728e-01   8.6637e-01   1.3363e-01   5.1464e+08   2.4810e+06  
2.9711e-01   2.3894e+09   2.0691e+09   3.2047e+08   2.0691e+00   7.9577e+00   9.9730e-01   8.6595e-01   1.3405e-01   5.1617e+08   2.4985e+06  
2.9811e-01   2.3974e+09   2.0750e+09   3.2254e+08   2.0750e+00   7.9566e+00   9.9731e-01   8.6553e-01   1.3447e-01   5.1771e+08   2.5160e+06  
2.9911e-01   2.4053e+09   2.0809e+09   3.2461e+08   2.0809e+00   7.9555e+00   9.9732e-01   8.6511e-01   1.3489e-01   5.1924e+08   2.5335e+06  
3.0011e-01   2.4133e+09   2.0867e+09   3.2669e+08   2.0867e+00   7.9543e+00   9.9734e-01   8.6470e-01   1.3530e-01   5.2077e+08   2.5789e+06  
3.0111e-01   2.4212e+09   2.0926e+09   3.2878e+08   2.0926e+00   7.9532e+00   9.9735e-01   8.6428e-01   1.3572e-01   5.2230e+08   2.5968e+06  
3.0211e-01   2.4292e+09   2.0985e+09   3.3087e+08   2.0985e+00   7.9521e+00   9.9737e-01   8.6386e-01   1.3614e-01   5.2383e+08   2.6148e+06  
3.0311e-01   2.4371e+09   2.1043e+09   3.3297e+08   2.1043e+00   7.9509e+00   9.9738e-01   8.6345e-01   1.3655e-01   5.2535e+08   2.6327e+06  
3.0411e-01   2.4451e+09   2.1102e+09   3.3508e+08   2.1102e+00   7.9498e+00   9.9739e-01   8.6303e-01   1.3697e-01   5.2688e+08   2.6506e+06  
3.0511e-01   2.4530e+09   2.1160e+09   3.3719e+08   2.1160e+00   7.9487e+00   9.9741e-01   8.6261e-01   1.3739e-01   5.2840e+08   2.6685e+06  
3.0611e-01   2.4610e+09   2.1218e+09   3.3930e+08   2.1218e+00   7.9475e+00   9.9742e-01   8.6220e-01   1.3780e-01   5.2992e+08   2.6864e+06  
3.0711e-01   2.4689e+09   2.1277e+09   3.4142e+08   2.1277e+00   7.9464e+00   9.9744e-01   8.6178e-01   1.3822e-01   5.3143e+08   2.7345e+06  
3.0811e-01   2.4769e+09   2.1335e+09   3.4355e+08   2.1335e+00   7.9452e+00   9.9745e-01   8.6137e-01   1.3863e-01   5.3295e+08   2.7530e+06  
3.0911e-01   2.4848e+09   2.1393e+09   3.4569e+08   2.1393e+00   7.9441e+00   9.9746e-01   8.6095e-01   1.3905e-01   5.3447e+08   2.7715e+06  
3.1011e-01   2.4928e+09   2.1451e+09   3.4782e+08   2.1451e+00   7.9430e+00   9.9748e-01   8.6054e-01   1.3946e-01   5.3598e+08   2.7900e+06  
3.1111e-01   2.5007e+09   2.1509e+09   3.4997e+08   2.1509e+00   7.9418e+00   9.9749e-01   8.6012e-01   1.3988e-01   5.3749e+08   2.8084e+06  
3.1211e-01   2.5086e+09   2.1567e+09   3.5212e+08   2.1567e+00   7.9407e+00   9.9750e-01   8.5971e-01   1.4029e-01   5.3900e+08   2.8269e+06  
