#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa
1.1712e+01   4.7187e+10   1.8176e+09   4.5373e+10   1.8176e+00   1.5580e+00   4.9443e+00   3.8519e-02   9.6148e-01   4.6835e+08   6.4527e+07  
1.1713e+01   4.7189e+10   1.8174e+09   4.5375e+10   1.8174e+00   1.5578e+00   4.9452e+00   3.8512e-02   9.6149e-01   4.6829e+08   6.4518e+07  
1.1714e+01   4.7190e+10   1.8171e+09   4.5377e+10   1.8171e+00   1.5576e+00   4.9461e+00   3.8506e-02   9.6149e-01   4.6822e+08   6.4509e+07  
1.1715e+01   4.7192e+10   1.8168e+09   4.5378e+10   1.8168e+00   1.5574e+00   4.9470e+00   3.8499e-02   9.6150e-01   4.6815e+08   6.4500e+07  
1.1716e+01   4.7194e+10   1.8166e+09   4.5380e+10   1.8166e+00   1.5572e+00   4.9479e+00   3.8492e-02   9.6151e-01   4.6809e+08   6.4491e+07  
1.1717e+01   4.7195e+10   1.8163e+09   4.5382e+10   1.8163e+00   1.5569e+00   4.9488e+00   3.8485e-02   9.6151e-01   4.6802e+08   6.4481e+07  
1.1718e+01   4.7197e+10   1.8161e+09   4.5384e+10   1.8161e+00   1.5567e+00   4.9497e+00   3.8479e-02   9.6152e-01   4.6795e+08   6.4472e+07  
1.1719e+01   4.7198e+10   1.8158e+09   4.5386e+10   1.8158e+00   1.5565e+00   4.9506e+00   3.8472e-02   9.6153e-01   4.6788e+08   6.4463e+07  
1.1720e+01   4.7200e+10   1.8155e+09   4.5388e+10   1.8155e+00   1.5563e+00   4.9515e+00   3.8465e-02   9.6153e-01   4.6782e+08   6.4454e+07  
1.1721e+01   4.7201e+10   1.8153e+09   4.5389e+10   1.8153e+00   1.5560e+00   4.9524e+00   3.8458e-02   9.6154e-01   4.6775e+08   6.4444e+07  
1.1722e+01   4.7203e+10   1.8150e+09   4.5391e+10   1.8150e+00   1.5558e+00   4.9533e+00   3.8452e-02   9.6155e-01   4.6768e+08   6.4435e+07  
1.1723e+01   4.7204e+10   1.8148e+09   4.5393e+10   1.8148e+00   1.5556e+00   4.9542e+00   3.8445e-02   9.6156e-01   4.6762e+08   6.4426e+07  
1.1724e+01   4.7206e+10   1.8145e+09   4.5395e+10   1.8145e+00   1.5554e+00   4.9551e+00   3.8438e-02   9.6156e-01   4.6755e+08   6.4417e+07  
1.1725e+01   4.7208e+10   1.8142e+09   4.5397e+10   1.8142e+00   1.5552e+00   4.9560e+00   3.8431e-02   9.6157e-01   4.6748e+08   6.4408e+07  
1.1726e+01   4.7209e+10   1.8140e+09   4.5398e+10   1.8140e+00   1.5549e+00   4.9569e+00   3.8425e-02   9.6158e-01   4.6742e+08   6.4399e+07  
1.1727e+01   4.7211e+10   1.8137e+09   4.5400e+10   1.8137e+00   1.5547e+00   4.9578e+00   3.8418e-02   9.6158e-01   4.6735e+08   6.4389e+07  
1.1728e+01   4.7212e+10   1.8135e+09   4.5402e+10   1.8135e+00   1.5545e+00   4.9587e+00   3.8411e-02   9.6159e-01   4.6728e+08   6.4380e+07  
1.1729e+01   4.7214e+10   1.8132e+09   4.5404e+10   1.8132e+00   1.5543e+00   4.9596e+00   3.8404e-02   9.6160e-01   4.6722e+08   6.4371e+07  
1.1730e+01   4.7215e+10   1.8129e+09   4.5406e+10   1.8129e+00   1.5540e+00   4.9605e+00   3.8398e-02   9.6160e-01   4.6715e+08   6.4362e+07  
1.1731e+01   4.7217e+10   1.8127e+09   4.5408e+10   1.8127e+00   1.5538e+00   4.9614e+00   3.8391e-02   9.6161e-01   4.6708e+08   6.4353e+07  
1.1732e+01   4.7218e+10   1.8124e+09   4.5409e+10   1.8124e+00   1.5536e+00   4.9623e+00   3.8384e-02   9.6162e-01   4.6702e+08   6.4343e+07  
1.1733e+01   4.7220e+10   1.8122e+09   4.5411e+10   1.8122e+00   1.5534e+00   4.9632e+00   3.8377e-02   9.6162e-01   4.6695e+08   6.4334e+07  
1.1734e+01   4.7221e+10   1.8119e+09   4.5413e+10   1.8119e+00   1.5532e+00   4.9641e+00   3.8371e-02   9.6163e-01   4.6688e+08   6.4325e+07  
1.1735e+01   4.7223e+10   1.8117e+09   4.5415e+10   1.8117e+00   1.5529e+00   4.9650e+00   3.8364e-02   9.6164e-01   4.6682e+08   6.4316e+07  
1.1736e+01   4.7225e+10   1.8114e+09   4.5417e+10   1.8114e+00   1.5527e+00   4.9659e+00   3.8357e-02   9.6164e-01   4.6675e+08   6.4307e+07  
1.1737e+01   4.7226e+10   1.8111e+09   4.5418e+10   1.8111e+00   1.5525e+00   4.9668e+00   3.8350e-02   9.6165e-01   4.6668e+08   6.4297e+07  
1.1738e+01   4.7228e+10   1.8109e+09   4.5420e+10   1.8109e+00   1.5523e+00   4.9677e+00   3.8344e-02   9.6166e-01   4.6662e+08   6.4288e+07  
1.1739e+01   4.7229e+10   1.8106e+09   4.5422e+10   1.8106e+00   1.5520e+00   4.9686e+00   3.8337e-02   9.6166e-01   4.6655e+08   6.4279e+07  
1.1740e+01   4.7231e+10   1.8104e+09   4.5424e+10   1.8104e+00   1.5518e+00   4.9695e+00   3.8330e-02   9.6167e-01   4.6648e+08   6.4270e+07  
1.1741e+01   4.7232e+10   1.8101e+09   4.5426e+10   1.8101e+00   1.5516e+00   4.9704e+00   3.8323e-02   9.6168e-01   4.6642e+08   6.4261e+07  
1.1742e+01   4.7234e+10   1.8098e+09   4.5427e+10   1.8098e+00   1.5514e+00   4.9713e+00   3.8317e-02   9.6168e-01   4.6635e+08   6.4252e+07  
1.1743e+01   4.7235e+10   1.8096e+09   4.5429e+10   1.8096e+00   1.5512e+00   4.9722e+00   3.8310e-02   9.6169e-01   4.6628e+08   6.4242e+07  
1.1744e+01   4.7237e+10   1.8093e+09   4.5431e+10   1.8093e+00   1.5509e+00   4.9731e+00   3.8303e-02   9.6170e-01   4.6622e+08   6.4233e+07  
1.1745e+01   4.7239e+10   1.8091e+09   4.5433e+10   1.8091e+00   1.5507e+00   4.9740e+00   3.8296e-02   9.6170e-01   4.6615e+08   6.4224e+07  
1.1746e+01   4.7240e+10   1.8088e+09   4.5435e+10   1.8088e+00   1.5505e+00   4.9749e+00   3.8290e-02   9.6171e-01   4.6608e+08   6.4215e+07  
1.1747e+01   4.7242e+10   1.8086e+09   4.5436e+10   1.8086e+00   1.5503e+00   4.9758e+00   3.8283e-02   9.6172e-01   4.6602e+08   6.4206e+07  
1.1748e+01   4.7243e+10   1.8083e+09   4.5438e+10   1.8083e+00   1.5501e+00   4.9767e+00   3.8276e-02   9.6172e-01   4.6595e+08   6.4197e+07  
1.1749e+01   4.7245e+10   1.8080e+09   4.5440e+10   1.8080e+00   1.5498e+00   4.9776e+00   3.8270e-02   9.6173e-01   4.6588e+08   6.4187e+07  
1.1750e+01   4.7246e+10   1.8078e+09   4.5442e+10   1.8078e+00   1.5496e+00   4.9785e+00   3.8263e-02   9.6174e-01   4.6582e+08   6.4178e+07  
1.1751e+01   4.7248e+10   1.8075e+09   4.5444e+10   1.8075e+00   1.5494e+00   4.9794e+00   3.8256e-02   9.6174e-01   4.6575e+08   6.4169e+07  
1.1752e+01   4.7249e+10   1.8073e+09   4.5446e+10   1.8073e+00   1.5492e+00   4.9803e+00   3.8249e-02   9.6175e-01   4.6568e+08   6.4160e+07  
1.1753e+01   4.7251e+10   1.8070e+09   4.5447e+10   1.8070e+00   1.5489e+00   4.9812e+00   3.8243e-02   9.6176e-01   4.6562e+08   6.4151e+07  
1.1754e+01   4.7253e+10   1.8067e+09   4.5449e+10   1.8067e+00   1.5487e+00   4.9821e+00   3.8236e-02   9.6176e-01   4.6555e+08   6.4142e+07  
1.1755e+01   4.7254e+10   1.8065e+09   4.5451e+10   1.8065e+00   1.5485e+00   4.9830e+00   3.8229e-02   9.6177e-01   4.6549e+08   6.4132e+07  
1.1756e+01   4.7256e+10   1.8062e+09   4.5453e+10   1.8062e+00   1.5483e+00   4.9839e+00   3.8223e-02   9.6178e-01   4.6542e+08   6.4123e+07  
1.1757e+01   4.7257e+10   1.8060e+09   4.5455e+10   1.8060e+00   1.5481e+00   4.9848e+00   3.8216e-02   9.6178e-01   4.6535e+08   6.4114e+07  
1.1758e+01   4.7259e+10   1.8057e+09   4.5456e+10   1.8057e+00   1.5478e+00   4.9857e+00   3.8209e-02   9.6179e-01   4.6529e+08   6.4105e+07  
1.1759e+01   4.7260e+10   1.8055e+09   4.5458e+10   1.8055e+00   1.5476e+00   4.9866e+00   3.8202e-02   9.6180e-01   4.6522e+08   6.4096e+07  
1.1760e+01   4.7262e+10   1.8052e+09   4.5460e+10   1.8052e+00   1.5474e+00   4.9875e+00   3.8196e-02   9.6180e-01   4.6515e+08   6.4087e+07  
1.1761e+01   4.7263e+10   1.8049e+09   4.5462e+10   1.8049e+00   1.5472e+00   4.9884e+00   3.8189e-02   9.6181e-01   4.6509e+08   6.4078e+07  
1.1762e+01   4.7265e+10   1.8047e+09   4.5464e+10   1.8047e+00   1.5470e+00   4.9893e+00   3.8182e-02   9.6182e-01   4.6502e+08   6.4068e+07  
1.1763e+01   4.7266e+10   1.8044e+09   4.5465e+10   1.8044e+00   1.5467e+00   4.9901e+00   3.8176e-02   9.6182e-01   4.6495e+08   6.4059e+07  
1.1764e+01   4.7268e+10   1.8042e+09   4.5467e+10   1.8042e+00   1.5465e+00   4.9910e+00   3.8169e-02   9.6183e-01   4.6489e+08   6.4050e+07  
1.1765e+01   4.7270e+10   1.8039e+09   4.5469e+10   1.8039e+00   1.5463e+00   4.9919e+00   3.8162e-02   9.6184e-01   4.6482e+08   6.4041e+07  
1.1766e+01   4.7271e+10   1.8037e+09   4.5471e+10   1.8037e+00   1.5461e+00   4.9928e+00   3.8156e-02   9.6184e-01   4.6475e+08   6.4032e+07  
1.1767e+01   4.7273e+10   1.8034e+09   4.5473e+10   1.8034e+00   1.5458e+00   4.9937e+00   3.8149e-02   9.6185e-01   4.6469e+08   6.4023e+07  
1.1768e+01   4.7274e+10   1.8031e+09   4.5474e+10   1.8031e+00   1.5456e+00   4.9946e+00   3.8142e-02   9.6186e-01   4.6462e+08   6.4013e+07  
1.1769e+01   4.7276e+10   1.8029e+09   4.5476e+10   1.8029e+00   1.5454e+00   4.9955e+00   3.8135e-02   9.6186e-01   4.6456e+08   6.4004e+07  
1.1770e+01   4.7277e+10   1.8026e+09   4.5478e+10   1.8026e+00   1.5452e+00   4.9964e+00   3.8129e-02   9.6187e-01   4.6449e+08   6.3995e+07  
1.1771e+01   4.7279e+10   1.8024e+09   4.5480e+10   1.8024e+00   1.5450e+00   4.9973e+00   3.8122e-02   9.6188e-01   4.6442e+08   6.3986e+07  
1.1772e+01   4.7280e+10   1.8021e+09   4.5482e+10   1.8021e+00   1.5447e+00   4.9982e+00   3.8115e-02   9.6188e-01   4.6436e+08   6.3977e+07  
1.1773e+01   4.7282e+10   1.8018e+09   4.5483e+10   1.8018e+00   1.5445e+00   4.9991e+00   3.8109e-02   9.6189e-01   4.6429e+08   6.3968e+07  
1.1774e+01   4.7283e+10   1.8016e+09   4.5485e+10   1.8016e+00   1.5443e+00   5.0000e+00   3.8102e-02   9.6190e-01   4.6422e+08   6.3959e+07  
1.1775e+01   4.7285e+10   1.8013e+09   4.5487e+10   1.8013e+00   1.5441e+00   5.0009e+00   3.8095e-02   9.6190e-01   4.6416e+08   6.3950e+07  
1.1776e+01   4.7287e+10   1.8011e+09   4.5489e+10   1.8011e+00   1.5439e+00   5.0018e+00   3.8089e-02   9.6191e-01   4.6409e+08   6.3940e+07  
1.1777e+01   4.7288e+10   1.8008e+09   4.5491e+10   1.8008e+00   1.5436e+00   5.0027e+00   3.8082e-02   9.6192e-01   4.6403e+08   6.3931e+07  
1.1778e+01   4.7290e+10   1.8006e+09   4.5492e+10   1.8006e+00   1.5434e+00   5.0036e+00   3.8075e-02   9.6192e-01   4.6396e+08   6.3922e+07  
1.1779e+01   4.7291e+10   1.8003e+09   4.5494e+10   1.8003e+00   1.5432e+00   5.0045e+00   3.8069e-02   9.6193e-01   4.6389e+08   6.3913e+07  
1.1780e+01   4.7293e+10   1.8000e+09   4.5496e+10   1.8000e+00   1.5430e+00   5.0054e+00   3.8062e-02   9.6194e-01   4.6383e+08   6.3904e+07  
1.1781e+01   4.7294e+10   1.7998e+09   4.5498e+10   1.7998e+00   1.5428e+00   5.0062e+00   3.8055e-02   9.6194e-01   4.6376e+08   6.3895e+07  
1.1782e+01   4.7296e+10   1.7995e+09   4.5500e+10   1.7995e+00   1.5425e+00   5.0071e+00   3.8049e-02   9.6195e-01   4.6369e+08   6.3886e+07  
1.1783e+01   4.7297e+10   1.7993e+09   4.5501e+10   1.7993e+00   1.5423e+00   5.0080e+00   3.8042e-02   9.6196e-01   4.6363e+08   6.3877e+07  
1.1784e+01   4.7299e+10   1.7990e+09   4.5503e+10   1.7990e+00   1.5421e+00   5.0089e+00   3.8035e-02   9.6196e-01   4.6356e+08   6.3867e+07  
1.1785e+01   4.7300e+10   1.7988e+09   4.5505e+10   1.7988e+00   1.5419e+00   5.0098e+00   3.8029e-02   9.6197e-01   4.6350e+08   6.3858e+07  
1.1786e+01   4.7302e+10   1.7985e+09   4.5507e+10   1.7985e+00   1.5417e+00   5.0107e+00   3.8022e-02   9.6198e-01   4.6343e+08   6.3849e+07  
1.1787e+01   4.7304e+10   1.7983e+09   4.5509e+10   1.7983e+00   1.5414e+00   5.0116e+00   3.8015e-02   9.6198e-01   4.6336e+08   6.3840e+07  
1.1788e+01   4.7305e+10   1.7980e+09   4.5510e+10   1.7980e+00   1.5412e+00   5.0125e+00   3.8009e-02   9.6199e-01   4.6330e+08   6.3831e+07  
1.1789e+01   4.7307e+10   1.7977e+09   4.5512e+10   1.7977e+00   1.5410e+00   5.0134e+00   3.8002e-02   9.6200e-01   4.6323e+08   6.3822e+07  
1.1790e+01   4.7308e+10   1.7975e+09   4.5514e+10   1.7975e+00   1.5408e+00   5.0143e+00   3.7995e-02   9.6200e-01   4.6316e+08   6.3813e+07  
1.1791e+01   4.7310e+10   1.7972e+09   4.5516e+10   1.7972e+00   1.5406e+00   5.0152e+00   3.7989e-02   9.6201e-01   4.6310e+08   6.3804e+07  
1.1792e+01   4.7311e+10   1.7970e+09   4.5518e+10   1.7970e+00   1.5403e+00   5.0161e+00   3.7982e-02   9.6202e-01   4.6303e+08   6.3795e+07  
1.1793e+01   4.7313e+10   1.7967e+09   4.5519e+10   1.7967e+00   1.5401e+00   5.0170e+00   3.7975e-02   9.6202e-01   4.6297e+08   6.3785e+07  
1.1794e+01   4.7314e+10   1.7965e+09   4.5521e+10   1.7965e+00   1.5399e+00   5.0178e+00   3.7969e-02   9.6203e-01   4.6290e+08   6.3776e+07  
1.1795e+01   4.7316e+10   1.7962e+09   4.5523e+10   1.7962e+00   1.5397e+00   5.0187e+00   3.7962e-02   9.6204e-01   4.6283e+08   6.3767e+07  
1.1796e+01   4.7317e+10   1.7959e+09   4.5525e+10   1.7959e+00   1.5395e+00   5.0196e+00   3.7955e-02   9.6204e-01   4.6277e+08   6.3758e+07  
1.1797e+01   4.7319e+10   1.7957e+09   4.5527e+10   1.7957e+00   1.5392e+00   5.0205e+00   3.7949e-02   9.6205e-01   4.6270e+08   6.3749e+07  
1.1798e+01   4.7320e+10   1.7954e+09   4.5528e+10   1.7954e+00   1.5390e+00   5.0214e+00   3.7942e-02   9.6206e-01   4.6264e+08   6.3740e+07  
1.1799e+01   4.7322e+10   1.7952e+09   4.5530e+10   1.7952e+00   1.5388e+00   5.0223e+00   3.7935e-02   9.6206e-01   4.6257e+08   6.3731e+07  
1.1800e+01   4.7324e+10   1.7949e+09   4.5532e+10   1.7949e+00   1.5386e+00   5.0232e+00   3.7929e-02   9.6207e-01   4.6250e+08   6.3722e+07  
1.1801e+01   4.7325e+10   1.7947e+09   4.5534e+10   1.7947e+00   1.5384e+00   5.0241e+00   3.7922e-02   9.6208e-01   4.6244e+08   6.3713e+07  
1.1802e+01   4.7327e+10   1.7944e+09   4.5536e+10   1.7944e+00   1.5381e+00   5.0250e+00   3.7915e-02   9.6208e-01   4.6237e+08   6.3703e+07  
1.1803e+01   4.7328e+10   1.7941e+09   4.5537e+10   1.7941e+00   1.5379e+00   5.0259e+00   3.7909e-02   9.6209e-01   4.6231e+08   6.3694e+07  
1.1804e+01   4.7330e+10   1.7939e+09   4.5539e+10   1.7939e+00   1.5377e+00   5.0267e+00   3.7902e-02   9.6210e-01   4.6224e+08   6.3685e+07  
1.1805e+01   4.7331e+10   1.7936e+09   4.5541e+10   1.7936e+00   1.5375e+00   5.0276e+00   3.7895e-02   9.6210e-01   4.6217e+08   6.3676e+07  
1.1806e+01   4.7333e+10   1.7934e+09   4.5543e+10   1.7934e+00   1.5373e+00   5.0285e+00   3.7889e-02   9.6211e-01   4.6211e+08   6.3667e+07  
1.1807e+01   4.7334e+10   1.7931e+09   4.5545e+10   1.7931e+00   1.5370e+00   5.0294e+00   3.7882e-02   9.6212e-01   4.6204e+08   6.3658e+07  
1.1808e+01   4.7336e+10   1.7929e+09   4.5546e+10   1.7929e+00   1.5368e+00   5.0303e+00   3.7875e-02   9.6212e-01   4.6198e+08   6.3649e+07  
1.1809e+01   4.7337e+10   1.7926e+09   4.5548e+10   1.7926e+00   1.5366e+00   5.0312e+00   3.7869e-02   9.6213e-01   4.6191e+08   6.3640e+07  
1.1810e+01   4.7339e+10   1.7924e+09   4.5550e+10   1.7924e+00   1.5364e+00   5.0321e+00   3.7862e-02   9.6214e-01   4.6184e+08   6.3631e+07  
1.1811e+01   4.7340e+10   1.7921e+09   4.5552e+10   1.7921e+00   1.5362e+00   5.0330e+00   3.7856e-02   9.6214e-01   4.6178e+08   6.3622e+07  
1.1812e+01   4.7342e+10   1.7918e+09   4.5554e+10   1.7918e+00   1.5359e+00   5.0339e+00   3.7849e-02   9.6215e-01   4.6171e+08   6.3613e+07  
1.1813e+01   4.7344e+10   1.7916e+09   4.5555e+10   1.7916e+00   1.5357e+00   5.0347e+00   3.7842e-02   9.6216e-01   4.6165e+08   6.3604e+07  
1.1814e+01   4.7345e+10   1.7913e+09   4.5557e+10   1.7913e+00   1.5355e+00   5.0356e+00   3.7836e-02   9.6216e-01   4.6158e+08   6.3594e+07  
1.1815e+01   4.7347e+10   1.7911e+09   4.5559e+10   1.7911e+00   1.5353e+00   5.0365e+00   3.7829e-02   9.6217e-01   4.6151e+08   6.3585e+07  
1.1816e+01   4.7348e+10   1.7908e+09   4.5561e+10   1.7908e+00   1.5351e+00   5.0374e+00   3.7822e-02   9.6218e-01   4.6145e+08   6.3576e+07  
1.1817e+01   4.7350e+10   1.7906e+09   4.5562e+10   1.7906e+00   1.5348e+00   5.0383e+00   3.7816e-02   9.6218e-01   4.6138e+08   6.3567e+07  
1.1818e+01   4.7351e+10   1.7903e+09   4.5564e+10   1.7903e+00   1.5346e+00   5.0392e+00   3.7809e-02   9.6219e-01   4.6132e+08   6.3558e+07  
1.1819e+01   4.7353e+10   1.7901e+09   4.5566e+10   1.7901e+00   1.5344e+00   5.0401e+00   3.7802e-02   9.6220e-01   4.6125e+08   6.3549e+07  
1.1820e+01   4.7354e+10   1.7898e+09   4.5568e+10   1.7898e+00   1.5342e+00   5.0409e+00   3.7796e-02   9.6220e-01   4.6118e+08   6.3540e+07  
1.1821e+01   4.7356e+10   1.7895e+09   4.5570e+10   1.7895e+00   1.5340e+00   5.0418e+00   3.7789e-02   9.6221e-01   4.6112e+08   6.3531e+07  
1.1822e+01   4.7357e+10   1.7893e+09   4.5571e+10   1.7893e+00   1.5338e+00   5.0427e+00   3.7783e-02   9.6222e-01   4.6105e+08   6.3522e+07  
1.1823e+01   4.7359e+10   1.7890e+09   4.5573e+10   1.7890e+00   1.5335e+00   5.0436e+00   3.7776e-02   9.6222e-01   4.6099e+08   6.3513e+07  
1.1824e+01   4.7360e+10   1.7888e+09   4.5575e+10   1.7888e+00   1.5333e+00   5.0445e+00   3.7769e-02   9.6223e-01   4.6092e+08   6.3504e+07  
1.1825e+01   4.7362e+10   1.7885e+09   4.5577e+10   1.7885e+00   1.5331e+00   5.0454e+00   3.7763e-02   9.6224e-01   4.6085e+08   6.3495e+07  
1.1826e+01   4.7363e+10   1.7883e+09   4.5579e+10   1.7883e+00   1.5329e+00   5.0463e+00   3.7756e-02   9.6224e-01   4.6079e+08   6.3486e+07  
1.1827e+01   4.7365e+10   1.7880e+09   4.5580e+10   1.7880e+00   1.5327e+00   5.0472e+00   3.7750e-02   9.6225e-01   4.6072e+08   6.3477e+07  
1.1828e+01   4.7367e+10   1.7878e+09   4.5582e+10   1.7878e+00   1.5324e+00   5.0480e+00   3.7743e-02   9.6226e-01   4.6066e+08   6.3467e+07  
1.1829e+01   4.7368e+10   1.7875e+09   4.5584e+10   1.7875e+00   1.5322e+00   5.0489e+00   3.7736e-02   9.6226e-01   4.6059e+08   6.3458e+07  
1.1830e+01   4.7370e+10   1.7872e+09   4.5586e+10   1.7872e+00   1.5320e+00   5.0498e+00   3.7730e-02   9.6227e-01   4.6053e+08   6.3449e+07  
1.1831e+01   4.7371e+10   1.7870e+09   4.5588e+10   1.7870e+00   1.5318e+00   5.0507e+00   3.7723e-02   9.6228e-01   4.6046e+08   6.3440e+07  
1.1832e+01   4.7373e+10   1.7867e+09   4.5589e+10   1.7867e+00   1.5316e+00   5.0516e+00   3.7716e-02   9.6228e-01   4.6039e+08   6.3431e+07  
1.1833e+01   4.7374e+10   1.7865e+09   4.5591e+10   1.7865e+00   1.5313e+00   5.0525e+00   3.7710e-02   9.6229e-01   4.6033e+08   6.3422e+07  
1.1834e+01   4.7376e+10   1.7862e+09   4.5593e+10   1.7862e+00   1.5311e+00   5.0533e+00   3.7703e-02   9.6230e-01   4.6026e+08   6.3413e+07  
1.1835e+01   4.7377e+10   1.7860e+09   4.5595e+10   1.7860e+00   1.5309e+00   5.0542e+00   3.7697e-02   9.6230e-01   4.6020e+08   6.3404e+07  
1.1836e+01   4.7379e+10   1.7857e+09   4.5596e+10   1.7857e+00   1.5307e+00   5.0551e+00   3.7690e-02   9.6231e-01   4.6013e+08   6.3395e+07  
1.1837e+01   4.7380e+10   1.7855e+09   4.5598e+10   1.7855e+00   1.5305e+00   5.0560e+00   3.7683e-02   9.6232e-01   4.6007e+08   6.3386e+07  
1.1838e+01   4.7382e+10   1.7852e+09   4.5600e+10   1.7852e+00   1.5302e+00   5.0569e+00   3.7677e-02   9.6232e-01   4.6000e+08   6.3377e+07  
1.1839e+01   4.7383e+10   1.7849e+09   4.5602e+10   1.7849e+00   1.5300e+00   5.0578e+00   3.7670e-02   9.6233e-01   4.5993e+08   6.3368e+07  
1.1840e+01   4.7385e+10   1.7847e+09   4.5604e+10   1.7847e+00   1.5298e+00   5.0586e+00   3.7664e-02   9.6234e-01   4.5987e+08   6.3359e+07  
1.1841e+01   4.7386e+10   1.7844e+09   4.5605e+10   1.7844e+00   1.5296e+00   5.0595e+00   3.7657e-02   9.6234e-01   4.5980e+08   6.3350e+07  
1.1842e+01   4.7388e+10   1.7842e+09   4.5607e+10   1.7842e+00   1.5294e+00   5.0604e+00   3.7651e-02   9.6235e-01   4.5974e+08   6.3341e+07  
1.1843e+01   4.7389e+10   1.7839e+09   4.5609e+10   1.7839e+00   1.5292e+00   5.0613e+00   3.7644e-02   9.6236e-01   4.5967e+08   6.3332e+07  
1.1844e+01   4.7391e+10   1.7837e+09   4.5611e+10   1.7837e+00   1.5289e+00   5.0622e+00   3.7637e-02   9.6236e-01   4.5961e+08   6.3323e+07  
1.1845e+01   4.7393e+10   1.7834e+09   4.5613e+10   1.7834e+00   1.5287e+00   5.0631e+00   3.7631e-02   9.6237e-01   4.5954e+08   6.3314e+07  
1.1846e+01   4.7394e+10   1.7832e+09   4.5614e+10   1.7832e+00   1.5285e+00   5.0639e+00   3.7624e-02   9.6238e-01   4.5947e+08   6.3305e+07  
1.1847e+01   4.7396e+10   1.7829e+09   4.5616e+10   1.7829e+00   1.5283e+00   5.0648e+00   3.7618e-02   9.6238e-01   4.5941e+08   6.3296e+07  
1.1848e+01   4.7397e+10   1.7827e+09   4.5618e+10   1.7827e+00   1.5281e+00   5.0657e+00   3.7611e-02   9.6239e-01   4.5934e+08   6.3286e+07  
1.1849e+01   4.7399e+10   1.7824e+09   4.5620e+10   1.7824e+00   1.5278e+00   5.0666e+00   3.7604e-02   9.6240e-01   4.5928e+08   6.3277e+07  
1.1850e+01   4.7400e+10   1.7821e+09   4.5621e+10   1.7821e+00   1.5276e+00   5.0675e+00   3.7598e-02   9.6240e-01   4.5921e+08   6.3268e+07  
1.1851e+01   4.7402e+10   1.7819e+09   4.5623e+10   1.7819e+00   1.5274e+00   5.0683e+00   3.7591e-02   9.6241e-01   4.5915e+08   6.3259e+07  
1.1852e+01   4.7403e+10   1.7816e+09   4.5625e+10   1.7816e+00   1.5272e+00   5.0692e+00   3.7585e-02   9.6242e-01   4.5908e+08   6.3250e+07  
1.1853e+01   4.7405e+10   1.7814e+09   4.5627e+10   1.7814e+00   1.5270e+00   5.0701e+00   3.7578e-02   9.6242e-01   4.5902e+08   6.3241e+07  
1.1854e+01   4.7406e+10   1.7811e+09   4.5629e+10   1.7811e+00   1.5268e+00   5.0710e+00   3.7571e-02   9.6243e-01   4.5895e+08   6.3232e+07  
1.1855e+01   4.7408e+10   1.7809e+09   4.5630e+10   1.7809e+00   1.5265e+00   5.0719e+00   3.7565e-02   9.6244e-01   4.5888e+08   6.3223e+07  
1.1856e+01   4.7409e+10   1.7806e+09   4.5632e+10   1.7806e+00   1.5263e+00   5.0727e+00   3.7558e-02   9.6244e-01   4.5882e+08   6.3214e+07  
1.1857e+01   4.7411e+10   1.7804e+09   4.5634e+10   1.7804e+00   1.5261e+00   5.0736e+00   3.7552e-02   9.6245e-01   4.5875e+08   6.3205e+07  
1.1858e+01   4.7412e+10   1.7801e+09   4.5636e+10   1.7801e+00   1.5259e+00   5.0745e+00   3.7545e-02   9.6245e-01   4.5869e+08   6.3196e+07  
1.1859e+01   4.7414e+10   1.7799e+09   4.5637e+10   1.7799e+00   1.5257e+00   5.0754e+00   3.7539e-02   9.6246e-01   4.5862e+08   6.3187e+07  
1.1860e+01   4.7415e+10   1.7796e+09   4.5639e+10   1.7796e+00   1.5254e+00   5.0763e+00   3.7532e-02   9.6247e-01   4.5856e+08   6.3178e+07  
1.1861e+01   4.7417e+10   1.7793e+09   4.5641e+10   1.7793e+00   1.5252e+00   5.0771e+00   3.7525e-02   9.6247e-01   4.5849e+08   6.3169e+07  
1.1862e+01   4.7418e+10   1.7791e+09   4.5643e+10   1.7791e+00   1.5250e+00   5.0780e+00   3.7519e-02   9.6248e-01   4.5843e+08   6.3160e+07  
1.1863e+01   4.7420e+10   1.7788e+09   4.5645e+10   1.7788e+00   1.5248e+00   5.0789e+00   3.7512e-02   9.6249e-01   4.5836e+08   6.3151e+07  
1.1864e+01   4.7422e+10   1.7786e+09   4.5646e+10   1.7786e+00   1.5246e+00   5.0798e+00   3.7506e-02   9.6249e-01   4.5830e+08   6.3142e+07  
1.1865e+01   4.7423e+10   1.7783e+09   4.5648e+10   1.7783e+00   1.5244e+00   5.0807e+00   3.7499e-02   9.6250e-01   4.5823e+08   6.3133e+07  
1.1866e+01   4.7425e+10   1.7781e+09   4.5650e+10   1.7781e+00   1.5241e+00   5.0815e+00   3.7493e-02   9.6251e-01   4.5816e+08   6.3124e+07  
